"","Price","Age","Mileage","Fuel_Type","Horse_Power","Metalic_Color","Automatic","CC","Doors","Quarterly_Tax","Weight","Pred.Price"
"548",9950,55,44537,"Petrol",97,"0","0",1400,"3",69,1025,9970.50716693432
"549",10750,56,43700,"Petrol",86,"1","0",1300,"3",69,1025,9507.99017848061
"550",12500,48,43120,"Petrol",97,"1","0",1400,"3",69,1030,11041.2720856674
"551",10450,49,41710,"Petrol",110,"0","0",1600,"3",69,1040,11550.3726103213
"552",10750,52,41700,"Petrol",97,"1","0",1400,"3",69,1025,10417.4475014742
"553",12950,49,41636,"Petrol",110,"1","0",1600,"5",19,1105,12968.431117096
"554",10995,50,41273,"Petrol",97,"0","0",1400,"5",85,1060,11455.5336052429
"555",11950,49,40836,"Petrol",110,"0","1",1600,"3",85,1075,12326.9436657202
"556",11250,50,40400,"Petrol",97,"1","0",1400,"5",85,1060,11469.1401501362
"557",11950,47,40361,"Petrol",110,"1","0",1600,"5",85,1090,12929.8070816437
"558",13750,54,40325,"Petrol",86,"0","0",1300,"5",69,1045,10265.0455879338
"559",11000,47,40000,"Petrol",110,"0","0",1600,"5",85,1080,12717.4482069411
"560",13500,50,39706,"Petrol",110,"1","0",1600,"5",85,1080,12319.3075196645
"561",10950,54,39291,"Petrol",110,"1","0",1600,"3",69,1040,10916.8701190403
"562",10750,54,39000,"Petrol",97,"0","0",1400,"3",69,1025,10191.0476256642
"563",8950,47,38900,"Petrol",97,"1","0",1400,"3",69,1025,11132.2931288355
"564",12950,51,38403,"Petrol",110,"0","0",1600,"3",85,1055,11660.4115240107
"566",10900,54,37000,"Petrol",97,"1","0",1400,"3",69,1025,10222.2195498183
"567",10995,55,36406,"Petrol",110,"1","0",1600,"4",69,1035,10718.6019294173
"569",10950,52,36000,"Petrol",110,"1","0",1600,"5",85,1075,11999.5944181977
"570",13000,49,36000,"Petrol",110,"0","0",1600,"5",85,1080,12511.3100818312
"571",12950,45,36000,"Petrol",110,"1","1",1600,"3",85,1070,12830.2886216551
"572",11500,52,35823,"Petrol",110,"0","0",1600,"5",85,1075,12002.3531334853
"573",10950,56,35230,"Petrol",97,"0","0",1400,"3",69,1025,9981.32472927654
"575",9980,49,34890,"Petrol",97,"0","0",1400,"3",69,1025,10926.3108633464
"576",12250,51,34882,"Petrol",110,"1","0",1600,"5",85,1075,12151.260510509
"577",11500,46,34000,"Petrol",110,"1","0",1600,"5",85,1075,12836.2122626064
"578",11950,56,33998,"Petrol",110,"0","0",1600,"5",85,1080,11602.8262709459
"579",11500,55,33230,"Petrol",110,"0","0",1600,"3",69,1050,11095.0810554928
"580",11900,46,33021,"Petrol",110,"1","0",1600,"5",85,1080,12960.463622986
"584",10450,46,30806,"Petrol",97,"1","0",1400,"5",85,1060,12155.63581714
"588",12900,52,29500,"Petrol",110,"1","0",1600,"3",85,1055,11664.9323576738
"589",9950,48,28656,"Petrol",97,"0","0",1400,"3",19,1085,12465.6271797186
"592",10950,53,26624,"Petrol",97,"0","0",1400,"5",85,1060,11281.1294035827
"593",9950,47,26221,"Petrol",97,"1","0",1400,"3",69,1025,11329.9075420107
"594",10950,50,22648,"Petrol",97,"1","0",1400,"5",85,1060,11745.8221489284
"596",10500,56,19313,"Petrol",97,"0","0",1400,"3",69,1025,10229.4064876573
"597",10450,50,17619,"Petrol",110,"0","0",1600,"4",69,1030,11573.6276289985
"599",10450,48,15000,"Petrol",97,"1","0",1400,"3",69,1025,11370.5566357684
"601",11250,47,5309,"Petrol",110,"1","1",1600,"3",85,1070,13040.1554103443
"602",7500,50,1,"Diesel",90,"1","0",2000,"3",64,1260,15386.6636411554
"604",6950,58,205000,"Diesel",72,"1","0",2000,"4",185,1100,7071.33658307693
"607",7500,59,190900,"Diesel",72,"1","0",2000,"3",185,1115,7483.83577217324
"610",5751,67,174833,"Diesel",72,"0","0",2000,"4",185,1100,6333.34942067419
"611",6950,68,155720,"Petrol",86,"1","0",1300,"3",69,1015,5933.1734590855
"612",7950,67,155500,"Petrol",110,"1","0",1600,"5",69,1050,7578.49363182015
"613",7750,59,154783,"Diesel",72,"1","0",2000,"3",185,1120,8155.74666801708
"614",7950,64,154462,"Diesel",72,"1","0",2000,"5",185,1135,7816.52293881708
"616",6250,67,149000,"Diesel",90,"1","0",2000,"5",64,1135,8057.45651592355
"617",9500,62,147636,"Diesel",72,"0","0",2000,"5",185,1135,8191.39468937335
"619",8450,64,144000,"CNG",110,"1","0",1600,"3",72,1065,6976.82140744164
"620",7350,65,140168,"Diesel",72,"1","0",2000,"3",185,1115,7469.09688001275
"621",8950,68,140000,"Petrol",110,"1","0",1600,"5",85,1085,8448.78398184928
"623",8950,59,137050,"CNG",110,"1","0",1600,"3",197,1078,8039.72980653892
"624",8750,61,136956,"Petrol",110,"0","0",1600,"3",85,1065,8999.94374335058
"626",8950,64,133769,"Diesel",72,"1","0",2000,"3",185,1120,7812.06514155925
"627",8950,58,133405,"Diesel",72,"1","0",2000,"5",185,1135,8950.16246252851
"628",8950,65,132807,"Diesel",72,"1","0",2000,"5",185,1135,8019.795960887
"630",7750,60,130270,"Petrol",110,"0","0",1600,"3",69,1050,8911.41436198828
"632",8950,67,127000,"Diesel",72,"1","0",2000,"5",185,1135,7841.82166925038
"633",9800,67,126800,"Diesel",72,"0","0",2000,"5",185,1135,7844.93886166579
"634",9450,66,126452,"Petrol",110,"1","0",1600,"5",85,1085,8928.42456948763
"635",8950,62,125175,"Diesel",116,"0","0",2000,"5",185,1150,10233.7349021177
"636",8750,68,125000,"Diesel",72,"1","0",2000,"3",185,1115,7302.78179267053
"638",7995,59,121626,"Petrol",86,"0","0",1300,"5",69,1050,8435.67905506657
"641",9950,68,119541,"Petrol",110,"0","0",1600,"3",85,1055,8113.70095894673
"643",7950,68,119289,"Petrol",110,"1","0",1600,"4",69,1035,7681.65780736524
"646",8600,68,117955,"Petrol",110,"1","1",1600,"4",85,1065,8356.40570181343
"647",7250,65,117609,"Petrol",86,"0","0",1300,"3",69,1015,6929.89301993206
"649",8000,64,116000,"Petrol",86,"0","0",1300,"5",69,1045,7743.16804066052
"651",9450,60,115191,"CNG",110,"1","0",1600,"4",197,1079,8267.9809055738
"652",7950,68,115071,"Petrol",110,"1","0",1600,"3",85,1055,8183.37020943125
"654",9950,64,114846,"Petrol",110,"1","0",1600,"5",85,1075,9159.81181175984
"656",8250,59,113700,"Petrol",110,"1","0",1600,"5",19,1065,9630.89285083314
"657",9950,67,113118,"Petrol",86,"1","0",1300,"3",69,1020,6840.40030570825
"660",10500,66,112000,"Petrol",110,"1","0",1600,"3",85,1065,8717.70207940056
"662",9750,65,111769,"Petrol",110,"0","0",1600,"3",85,1065,8855.54342334945
"663",9250,61,110853,"Petrol",110,"1","0",1600,"5",85,1070,9515.77681495462
"664",9500,68,110287,"Petrol",110,"1","0",1600,"3",69,1050,8148.94074850173
"665",9950,62,109547,"Petrol",110,"0","0",1600,"5",85,1075,9510.88379822442
"668",9950,67,108793,"Petrol",110,"1","0",1600,"4",69,1035,7979.48905203528
"670",9750,58,105942,"Petrol",86,"0","0",1300,"5",69,1040,8596.38486398
"671",5950,59,105000,"Petrol",86,"1","0",1300,"3",19,1015,7931.86233601637
"672",8500,62,105000,"Petrol",86,"0","0",1300,"5",69,1040,8074.10289342026
"675",6900,68,104000,"Petrol",86,"1","0",1300,"3",19,1015,6739.27941771168
"676",8950,58,103458,"Petrol",86,"1","0",1300,"3",69,1025,8308.12228326077
"677",9500,63,103400,"Petrol",110,"1","0",1600,"5",85,1075,9472.4497204031
"680",9950,57,102300,"Diesel",72,"1","0",2000,"5",185,1135,9569.20479964492
"681",7950,61,102106,"Petrol",110,"0","0",1600,"3",69,1050,9216.13641121786
"682",8750,68,101889,"Petrol",110,"1","0",1600,"5",85,1075,8824.79517555613
"683",8250,57,101791,"Diesel",72,"0","0",2000,"3",185,1115,9141.16724031724
"685",8950,68,101001,"Petrol",110,"0","0",1600,"5",85,1075,8838.63550988057
"687",8950,65,100550,"Petrol",110,"1","0",1600,"5",85,1075,9248.38773890458
"689",8950,59,98658,"Petrol",86,"1","0",1300,"3",69,1020,8139.70121101539
"691",8750,64,98291,"Petrol",86,"0","0",1300,"4",69,1000,7038.24551152734
"693",9950,61,97425,"Petrol",110,"1","0",1600,"5",85,1075,9834.05781723177
"695",8950,66,97046,"Petrol",86,"1","0",1300,"4",69,1000,6789.16806089512
"696",8950,67,96000,"Petrol",110,"1","0",1600,"3",69,1050,8505.85837540595
"697",12250,60,96000,"Diesel",72,"0","0",2000,"4",185,1100,8501.72447605962
"698",9250,67,95750,"Petrol",110,"1","0",1600,"5",85,1070,8945.72567995013
"699",10250,61,95147,"Petrol",110,"1","0",1600,"3",85,1050,9324.5991213122
"700",8950,68,95000,"Petrol",110,"0","0",1600,"3",69,1050,8387.20335077393
"701",7999,65,95000,"Petrol",110,"1","0",1600,"3",69,1050,8789.92631090119
"702",9900,66,94606,"Petrol",110,"0","0",1600,"3",85,1065,8988.80430376916
"703",8250,63,94504,"Petrol",86,"1","0",1300,"4",69,1000,7231.5105366223
"704",10500,65,93428,"Petrol",110,"1","0",1600,"5",85,1075,9359.39096081749
"706",9900,68,93296,"Petrol",110,"1","0",1600,"5",85,1090,9285.70345820309
"707",10500,62,93098,"Petrol",110,"1","0",1600,"5",85,1075,9767.25728843018
"712",8250,64,91333,"Petrol",110,"1","0",1600,"3",69,1050,8981.3210205469
"714",9500,58,91000,"Petrol",110,"1","0",1600,"5",85,1075,10336.9205837042
"715",8450,68,90727,"Petrol",110,"0","0",1600,"3",69,1050,8453.80216672927
"716",8490,62,90000,"Petrol",110,"0","0",1600,"3",69,1050,9270.57908141381
"717",8750,60,89576,"Petrol",110,"0","0",1600,"4",69,1035,9218.69139223397
"720",8500,68,88807,"Petrol",110,"0","0",1600,"3",69,1050,8483.72721391724
"721",8450,63,88685,"Petrol",110,"0","0",1600,"5",85,1070,9592.80444886099
"722",7900,62,88667,"Petrol",110,"1","0",1600,"4",69,1040,9073.36976185009
"723",8750,57,88480,"Petrol",110,"1","0",1600,"3",69,1050,9965.47467731639
"725",6900,62,88000,"Petrol",86,"0","0",1300,"3",69,1020,7903.09343470557
"726",8150,65,87821,"Petrol",86,"1","0",1300,"3",69,1015,7394.16765828388
"728",8900,59,86888,"Petrol",110,"1","0",1600,"3",69,1050,9721.80555552491
"729",9500,59,86871,"Petrol",86,"1","0",1300,"5",69,1040,8759.38376004276
"730",8950,68,86714,"Petrol",110,"1","0",1600,"4",69,1035,8189.37052202587
"732",10450,62,85000,"Petrol",110,"1","0",1600,"3",69,1050,9348.50889179917
"733",10500,60,85000,"Petrol",86,"1","0",1300,"3",69,1025,8327.32599786119
"734",9250,68,84976,"Petrol",110,"1","0",1600,"4",69,1035,8216.45892411582
"735",10950,65,84558,"Petrol",110,"1","0",1600,"5",19,1120,10478.5727759972
"736",10450,62,84549,"Petrol",110,"0","0",1600,"5",85,1075,9900.50167822707
"737",9250,68,84482,"Petrol",110,"1","0",1600,"5",85,1075,9096.10001743172
"738",8750,62,83908,"Petrol",110,"1","0",1600,"5",85,1070,9801.49957641225
"739",8750,67,83560,"Petrol",86,"0","0",1300,"3",69,1015,7192.09746927612
"740",9800,68,83000,"Petrol",107,"1","1",1600,"5",85,1100,9571.07426203296
"741",8250,64,82723,"Petrol",86,"0","0",1300,"3",69,1015,7607.86587966188
"744",8950,61,82115,"Petrol",110,"1","0",1600,"3",85,1055,9636.70808260684
"746",8450,68,81965,"Petrol",86,"1","0",1300,"5",69,1035,7518.68690610488
"747",8250,66,81250,"Petrol",110,"0","0",1600,"3",19,1050,8869.99230275185
"748",10950,65,81192,"Petrol",110,"1","0",1600,"3",85,1065,9332.11538578009
"749",8950,61,81170,"Petrol",110,"1","0",1600,"4",69,1040,9324.45870625099
"751",10450,61,80714,"Petrol",110,"1","0",1600,"5",85,1075,10094.5148295017
"752",10950,57,80470,"Petrol",110,"0","0",1600,"5",85,1085,10853.2671580973
"754",9950,59,80430,"Petrol",110,"1","0",1600,"3",85,1065,10149.4378091373
"756",8750,62,80265,"Petrol",86,"0","0",1300,"3",69,1015,7914.6581478655
"758",9500,68,80121,"Petrol",110,"0","0",1600,"5",85,1070,9055.0776945436
"759",8250,65,80086,"Petrol",110,"1","0",1600,"4",69,1035,8695.39723879996
"761",7950,60,80000,"Petrol",86,"0","0",1300,"5",19,1015,8187.27040123409
"762",8250,65,80000,"Petrol",86,"1","0",1300,"2",19,1015,7516.06546768867
"763",9895,67,79858,"Petrol",110,"1","0",1600,"4",69,1040,8539.46156824159
"764",9130,67,79762,"Petrol",86,"1","0",1300,"3",69,1015,7251.29295324484
"765",10950,59,79660,"Petrol",86,"0","1",1300,"5",85,1065,9416.73765011167
"768",9500,57,78955,"Petrol",86,"1","0",1300,"5",69,1045,9260.23691276926
"770",7950,68,78521,"Petrol",86,"0","0",1300,"3",69,1015,7136.3941454734
"771",7950,64,78356,"Petrol",86,"1","0",1300,"3",69,1015,7675.92977605246
"772",7950,65,78076,"Petrol",86,"1","0",1300,"3",69,1015,7546.05285872495
"775",9750,68,77695,"Petrol",110,"1","0",1600,"4",69,1035,8329.94031399898
"777",9450,63,77457,"Petrol",110,"1","0",1600,"3",85,1055,9440.82552054367
"778",8950,68,77029,"Petrol",86,"1","0",1300,"3",69,1015,7159.64840089239
"779",8950,68,77008,"Petrol",86,"1","0",1300,"3",69,1015,7159.97570609601
"783",8950,59,76162,"Petrol",110,"1","0",1600,"5",85,1075,10433.9441022947
"786",8950,62,75569,"Diesel",72,"1","0",2000,"3",185,1120,8987.65010786302
"787",9950,67,75429,"Petrol",110,"1","0",1600,"3",85,1065,9153.45531181208
"789",8950,65,75000,"Petrol",86,"0","0",1300,"3",19,1015,7593.99527807403
"791",9500,66,74963,"Petrol",107,"0","1",1600,"3",85,1085,9637.84250214587
"792",7950,68,74889,"Petrol",86,"1","0",1300,"3",69,1015,7193.00235973733
"793",7750,68,74875,"Petrol",110,"0","0",1600,"5",85,1070,9136.84165159993
"794",8950,63,74747,"Petrol",110,"1","0",1600,"5",85,1075,9919.03429179745
"802",9995,61,73894,"Petrol",110,"1","0",1600,"3",85,1065,9982.8256838549
"803",9250,64,73500,"Petrol",110,"1","0",1600,"3",69,1050,9259.26548226732
"804",10950,64,73376,"Petrol",110,"0","0",1600,"5",85,1070,9697.1689555898
"806",9500,58,73172,"Petrol",110,"1","0",1600,"5",85,1075,10614.7871156143
"807",9950,58,72928,"Petrol",110,"1","0",1600,"5",85,1075,10618.5900903611
"810",9450,64,72000,"Petrol",86,"1","0",1300,"3",69,1015,7774.99415101433
"814",10950,62,71000,"Petrol",110,"0","0",1600,"5",85,1070,10002.6831749031
"815",8950,60,70954,"Petrol",110,"0","0",1600,"3",69,1050,9835.9112885519
"817",8000,58,70560,"Petrol",110,"1","0",1600,"3",69,1050,10110.5341310284
"819",8950,62,70500,"Petrol",110,"1","0",1600,"5",69,1035,9247.52723139803
"820",10900,60,70453,"Diesel",72,"0","0",2000,"5",185,1135,9662.84797378618
"825",6950,68,70000,"Petrol",86,"1","0",1300,"3",69,1015,7269.20212833213
"826",9750,68,69103,"Petrol",110,"0","0",1600,"4",69,1035,8463.85490016519
"829",9950,68,68865,"Petrol",110,"1","0",1600,"3",85,1065,9121.5205801769
"831",8950,63,68453,"Petrol",110,"1","0",1600,"5",85,1070,9908.13963360431
"832",9900,63,68238,"Petrol",86,"0","0",1300,"5",69,1050,8730.81845160096
"833",10995,63,68153,"Petrol",110,"1","0",1600,"5",85,1085,10239.7935327461
"836",9750,67,67762,"Petrol",110,"1","0",1600,"3",85,1065,9272.95288305699
"837",10950,68,67146,"Petrol",110,"1","0",1600,"5",85,1075,9366.29825599985
"838",9750,67,67110,"Petrol",86,"1","0",1300,"5",69,1035,7884.45735946887
"839",9950,59,67010,"Petrol",110,"1","0",1600,"3",85,1065,10358.6014202116
"840",10500,65,67003,"Petrol",110,"1","0",1600,"4",69,1035,8899.3083806543
"842",8800,68,66550,"Petrol",86,"0","0",1332,"3",69,1010,7213.9809939918
"843",10500,61,66259,"Petrol",110,"1","0",1600,"3",85,1065,10101.8245043134
"844",9250,62,66082,"Petrol",110,"0","0",1600,"5",85,1070,10079.3349363981
"846",9950,61,66000,"Petrol",110,"0","0",1600,"3",69,1050,9778.88315797263
"852",9250,60,65259,"Petrol",110,"1","0",1600,"3",69,1050,9924.67334258082
"853",7800,64,65000,"Petrol",110,"1","0",1600,"3",69,1050,9391.74615992244
"854",9000,68,65000,"Petrol",110,"0","0",1600,"5",85,1070,9290.75302711101
"855",8950,57,65000,"Petrol",110,"0","0",1600,"4",69,1035,10004.4549563674
"856",8950,62,64966,"Petrol",86,"0","0",1300,"3",69,1020,8262.10048518885
"858",8500,60,64914,"Petrol",110,"1","0",1600,"5",85,1070,10366.0213135223
"861",9750,63,64690,"Petrol",86,"0","0",1300,"3",69,1020,8132.16122401304
"863",9750,67,64613,"Petrol",110,"1","0",1600,"5",85,1085,9758.00389166261
"865",8950,68,64000,"Petrol",110,"0","0",1600,"5",85,1075,9415.33169269431
"867",10950,58,63870,"Diesel",72,"0","0",2000,"5",185,1135,10033.9323355577
"870",10450,61,63000,"Petrol",86,"0","1",1300,"3",69,1050,9080.93969437883
"871",9850,65,62396,"Petrol",110,"0","0",1600,"3",69,1050,9298.09101846205
"873",10295,67,62316,"Petrol",110,"1","0",1600,"3",69,1050,9030.85592201005
"874",9750,68,62292,"Petrol",110,"1","0",1600,"3",85,1065,9223.9671089095
"876",9900,68,62222,"Petrol",110,"0","0",1600,"5",85,1075,9443.04353326735
"877",8750,66,62135,"Petrol",86,"1","0",1300,"5",69,1035,8096.23850751139
"879",8500,60,61977,"Petrol",86,"1","0",1300,"3",69,1015,8468.17619574917
"880",9950,62,61930,"Petrol",110,"1","0",1600,"4",69,1035,9381.09892639854
"884",8250,65,61384,"Petrol",110,"1","0",1600,"3",69,1050,9313.86401208405
"885",9950,58,61343,"Petrol",110,"1","0",1600,"5",85,1075,10799.153461024
"886",9950,62,61254,"Petrol",110,"0","0",1600,"5",85,1075,10263.5766648125
"887",10500,59,61166,"Petrol",110,"1","0",1600,"3",69,1050,10122.7076720714
"888",9750,62,61149,"Petrol",86,"1","0",1300,"5",69,1040,8757.56291646195
"889",11250,61,61144,"Petrol",110,"1","0",1600,"5",85,1090,10726.5102178687
"891",7950,60,61100,"Petrol",86,"1","0",1300,"3",69,1015,8481.84508449076
"893",9450,57,61000,"Petrol",110,"1","0",1600,"3",69,1050,10393.7769151943
"899",8950,65,60000,"Petrol",86,"1","0",1300,"3",69,1015,7827.78470923011
"901",7500,65,59264,"Petrol",86,"0","0",1300,"3",69,1015,7839.25597731883
"902",8950,63,59000,"Petrol",110,"0","0",1600,"3",69,1050,9619.50291909396
"903",9950,63,59000,"Petrol",86,"1","0",1300,"5",19,1035,8547.82345875027
"904",9750,65,59000,"Petrol",110,"0","0",1600,"5",19,1075,9895.98446320693
"907",9750,68,58860,"Petrol",110,"1","0",1600,"3",85,1055,9059.47272374555
"909",8250,66,58654,"Petrol",110,"1","0",1600,"5",85,1070,9658.14351587028
"910",7750,65,58300,"Petrol",86,"1","0",1300,"3",69,1015,7854.28084476113
"911",8950,60,58269,"Petrol",110,"1","0",1600,"3",69,1050,10033.6192174996
"912",9950,64,58136,"Petrol",110,"1","0",1600,"5",85,1075,10043.6917211506
"915",9950,58,58000,"Petrol",110,"1","0",1600,"3",69,1050,10306.2938147165
"917",7950,68,57565,"Petrol",86,"1","0",1300,"5",69,1035,7898.98438078544
"919",8950,65,57374,"Petrol",110,"1","0",1600,"5",85,1075,9921.32723754425
"921",9995,61,57169,"Petrol",110,"1","0",1600,"3",85,1065,10243.5008995939
"922",9950,63,57124,"Petrol",110,"1","0",1600,"3",85,1065,9975.72029446923
"924",8250,67,57000,"Petrol",110,"0","0",1600,"3",69,1050,9113.71089641176
"927",10950,62,56209,"Petrol",107,"1","1",1600,"3",85,1080,10358.1128782694
"928",9250,67,56074,"Petrol",86,"0","0",1300,"4",69,1000,7293.51511240784
"930",9995,57,55844,"Petrol",86,"1","0",1300,"5",69,1045,9620.44408233248
"933",10350,60,55085,"Petrol",107,"0","1",1600,"5",85,1105,11189.0769905933
"934",9950,65,55061,"Petrol",110,"1","0",1600,"5",85,1070,9848.38486432229
"935",8950,65,55000,"Petrol",86,"1","0",1300,"3",69,1015,7905.71451961547
"939",8900,67,54847,"Petrol",110,"0","0",1600,"3",69,1050,9147.2674727637
"940",10250,60,54554,"Petrol",110,"1","0",1600,"3",85,1065,10418.4991771346
"941",9450,61,54125,"Petrol",110,"1","0",1600,"5",69,1035,9636.98834711917
"942",9250,61,54000,"Petrol",110,"1","0",1600,"3",85,1055,10074.9074064037
"945",10250,57,54000,"Petrol",110,"1","0",1600,"3",19,1135,12355.7546093397
"946",10250,62,53285,"Petrol",110,"1","0",1600,"5",85,1075,10387.7811966047
"948",8950,68,53000,"Petrol",110,"1","1",1587,"3",19,1075,9586.77727554211
"949",7750,68,53000,"Petrol",86,"0","0",1300,"3",69,1015,7534.16348364236
"952",8950,57,52548,"Petrol",110,"0","0",1600,"3",69,1050,10525.5094666697
"954",9250,66,52383,"Petrol",86,"0","0",1300,"3",69,1015,7812.26199566208
"956",8750,58,51712,"Petrol",110,"0","0",1600,"3",69,1050,10404.2983442571
"958",8950,61,51235,"Petrol",86,"1","0",1300,"4",69,1000,8174.3815031533
"960",8895,61,50925,"Petrol",110,"1","0",1600,"5",85,1070,10449.8123503094
"961",9390,66,50806,"Petrol",86,"0","0",1300,"3",19,1480,17973.1624839369
"962",8750,59,50469,"Petrol",110,"1","0",1600,"5",85,1070,10725.4015224347
"963",9750,61,50173,"Petrol",110,"1","0",1600,"5",85,1075,10570.5256972976
"964",9950,62,50000,"Petrol",110,"1","0",1600,"5",85,1075,10438.9810820278
"965",10950,65,49942,"Petrol",110,"0","0",1600,"3",85,1065,9819.17670068859
"967",9500,62,49258,"Petrol",110,"1","0",1600,"4",69,1035,9578.6042378392
"970",10500,62,47750,"Petrol",86,"1","0",1300,"5",69,1040,8966.39922233264
"971",9950,63,47612,"Petrol",86,"0","0",1300,"3",69,1015,8289.34558085905
"973",9500,66,47237,"Petrol",110,"0","0",1600,"3",69,1050,9400.1176308793
"974",8500,58,47171,"Petrol",86,"1","0",1300,"3",69,1015,8967.42392368047
"975",10450,60,47060,"Petrol",110,"0","0",1600,"4",69,1035,9881.34415590277
"980",8750,65,45549,"Petrol",86,"1","0",1300,"3",69,1015,8053.01744720588
"982",9750,57,45000,"Petrol",110,"1","0",1600,"3",69,1050,10643.1523084275
"983",8850,65,45000,"Petrol",110,"0","0",1600,"5",85,1075,10114.1879322859
"984",7950,66,45000,"Petrol",86,"1","0",1300,"5",69,1035,8363.30396770202
"986",9950,61,45000,"Petrol",107,"0","1",1600,"3",85,1085,10776.0496174066
"987",8250,63,44944,"Petrol",110,"1","0",1600,"4",69,1035,9511.6010915306
"988",9950,61,44597,"Petrol",86,"0","0",1300,"3",19,1015,8604.81922993959
"989",9995,68,44458,"Petrol",86,"0","0",1300,"3",69,1015,7667.29877170471
"990",9950,59,43818,"Petrol",110,"0","0",1600,"5",85,1070,10829.0637562093
"991",10495,60,43426,"Petrol",110,"1","0",1600,"5",85,1070,10700.9324666345
"992",7950,58,43000,"CNG",110,"1","1",1600,"4",72,1114,10424.5779918415
"996",9950,68,42750,"Petrol",110,"1","0",1600,"3",69,1050,9201.56986930096
"997",9950,67,42102,"Petrol",110,"1","0",1600,"5",85,1075,9890.87407696712
"998",9950,63,41586,"Petrol",110,"1","0",1600,"5",19,1114,11286.0234675838
"999",9900,64,41200,"Petrol",110,"0","0",1600,"5",85,1070,10198.6628713817
"1000",10950,57,40214,"Petrol",86,"0","0",1300,"3",69,1025,9428.0818555722
