ID,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
00062204,1,3,0,1,$40.00,$40.00,$26.67,,26,77,10,28,48,5,5,19,A,0,21,61,F,U,$29400,30,$0
00062231,2,3,0,1,$50.00,$37.50,$31.67,,24,53,12,30,40,6,6,16,A,0,38,,F,U,$97200,27,$0
00062219,1,1,0,0,$25.00,$25.00,$25.00,,20,20,11,17,16,5,5,6,F,0,35,42,M,H,$198300,28,$70892
00062226,1,2,0,1,$20.00,$20.00,$15.00,,20,41,10,24,27,4,4,9,A,0,35,47,F,H,$198300,28,$70892
00062251,6,8,3,4,$10.00,$9.00,$8.00,$8.33,18,41,12,30,35,6,14,14,A,0,31,67,F,U,$36700,25,$42194
00062367,1,5,0,4,$22.00,$22.00,$16.00,,18,92,12,28,52,5,5,21,A,1,00,,M,H,$51800,0,$42194
00062282,8,14,5,7,$5.00,$3.75,$3.50,$3.80,17,44,13,33,39,6,17,17,A,1,27,41,F,H,$47300,24,$46146
00190107,2,2,2,2,$15.00,$10.00,$10.00,$10.00,17,33,4,11,12,2,6,6,E,0,36,,F,U,$36100,32,$0
00062290,1,1,1,1,$15.00,$15.00,$15.00,$15.00,17,17,12,17,15,4,6,5,F,0,27,65,F,H,$58100,28,$42009
00062293,8,10,6,7,$7.00,$5.75,$5.10,$6.00,16,41,12,30,33,6,16,15,S,1,40,46,M,H,$69400,24,$42009
00062308,1,1,1,1,$20.00,$20.00,$20.00,$20.00,21,21,8,14,12,3,6,5,N,0,31,,M,U,$50700,30,$47596
00062320,2,3,2,2,$15.00,$11.00,$12.33,$11.00,15,24,16,26,24,5,9,8,N,0,16,,M,U,$66300,35,$0
00062318,1,2,1,1,$6.00,$15.00,$10.50,$15.00,15,17,10,15,13,4,6,5,N,0,12,84,F,H,$88900,31,$59701
00188184,1,20,0,8,$10.00,$10.00,$4.05,,27,108,6,12,40,2,2,17,E,1,12,,M,U,$81800,31,$0
00062345,6,27,2,9,$25.00,$18.50,$11.59,$10.50,19,126,13,35,79,6,17,34,S,1,44,76,M,H,$60300,27,$51355
00062348,1,1,0,0,$15.00,$15.00,$15.00,,20,20,8,14,13,3,3,4,F,0,24,64,M,H,$89600,42,$52514
00062360,1,2,0,0,$21.00,$21.00,$13.00,,25,43,9,27,28,4,4,11,A,0,25,,F,U,$83300,32,$51348
00062357,3,3,1,1,$15.00,$13.67,$13.67,$16.00,19,32,13,31,28,6,14,12,A,0,18,33,M,H,$54000,31,$51348
00062376,1,1,1,1,$20.00,$20.00,$20.00,$20.00,21,21,10,17,16,4,7,6,F,0,17,43,F,H,$67600,31,$62563
00062380,1,1,1,1,$50.00,$50.00,$50.00,$50.00,17,17,11,17,16,5,8,7,F,0,17,45,M,H,$67600,31,$62563
00062402,2,8,1,5,$17.00,$16.00,$10.75,$15.00,19,45,13,29,31,6,13,13,A,0,35,33,M,H,$94600,27,$81197
00062431,1,3,0,1,$19.00,$19.00,$15.00,,27,67,9,27,46,4,4,17,A,0,40,45,F,H,$41300,28,$49240
00062451,11,43,8,27,$6.00,$7.36,$6.60,$7.38,20,129,11,29,79,5,16,33,S,1,28,,F,U,$76000,49,$49240
00062413,1,1,1,1,$15.00,$15.00,$15.00,$15.00,23,23,8,18,16,3,7,6,N,0,27,,F,U,$44400,34,$0
00062410,1,1,1,1,$15.00,$15.00,$15.00,$15.00,17,17,10,15,13,4,6,5,F,0,30,61,F,H,$29900,51,$49240
00191156,4,18,2,11,$12.00,$10.50,$6.50,$11.00,15,128,13,32,71,6,14,29,A,1,35,85,F,U,$44400,20,$49240
00062470,3,13,3,10,$10.00,$10.33,$11.31,$10.33,22,75,11,30,58,5,14,22,A,1,25,37,F,H,$51900,41,$53951
00062489,4,21,2,15,$5.00,$4.00,$2.86,$4.00,18,122,11,29,72,5,13,28,S,1,25,71,M,H,$66000,32,$53951
00062453,1,1,1,1,$30.00,$30.00,$30.00,$30.00,20,20,11,17,15,5,8,7,F,0,39,49,M,H,$37700,42,$53951
00062491,1,1,1,1,$23.00,$23.00,$23.00,$23.00,16,16,12,17,14,5,7,6,F,0,31,59,M,U,$60600,0,$0
00062495,3,4,1,2,$25.00,$18.67,$15.25,$20.00,18,44,13,30,33,6,13,13,A,0,36,,F,U,$0,30,$0
00062498,2,13,1,7,$14.00,$14.00,$13.00,$14.00,16,77,15,35,62,6,15,22,S,1,49,,F,U,$52100,29,$0
00062525,0,15,0,6,$27.00,$0.00,$14.07,,18,121,13,13,73,6,6,31,A,1,51,,F,U,$34000,36,$0
00062530,2,7,2,6,$20.00,$17.50,$11.43,$17.50,20,90,13,34,61,6,16,24,A,0,45,54,F,U,$36100,27,$44743
00062540,2,2,2,2,$20.00,$17.50,$17.50,$17.50,21,29,10,22,22,4,10,9,A,0,45,,F,U,$47100,36,$0
00062478,5,26,3,14,$10.00,$10.00,$9.42,$10.00,20,103,13,34,76,6,17,29,A,1,30,17,U,U,$62700,36,$0
00062572,1,7,1,5,$15.00,$15.00,$13.57,$15.00,20,89,11,27,52,4,11,20,A,0,36,78,F,H,$37700,41,$43694
00062556,1,1,1,1,$20.00,$20.00,$20.00,$20.00,17,17,10,15,13,4,6,5,F,0,46,43,F,H,$59200,35,$43694
00062569,2,9,0,4,$40.00,$26.50,$20.00,,18,74,13,34,60,6,6,23,S,1,36,76,F,U,$38100,32,$43694
00062560,5,6,2,2,$8.00,$6.40,$6.33,$5.50,15,32,12,25,25,6,12,10,A,0,46,65,M,U,$59200,35,$43694
00062576,10,26,7,11,$5.00,$7.00,$5.58,$7.57,16,120,14,36,70,6,17,30,A,1,36,,F,U,$63800,34,$43694
00008056,5,27,2,11,$11.00,$9.60,$7.67,$9.00,17,113,30,49,118,6,16,31,S,1,36,82,F,U,$34900,43,$0
00062584,2,2,2,2,$20.00,$20.00,$20.00,$20.00,16,21,13,21,19,6,10,8,N,0,30,49,F,H,$38000,31,$47429
00000479,1,6,1,1,$15.00,$15.00,$11.17,$15.00,21,79,12,27,38,4,11,14,F,0,30,59,M,U,$34300,64,$38001
00062614,5,6,1,2,$7.00,$5.40,$5.00,$5.00,18,39,12,31,30,6,15,14,A,1,30,60,M,U,$33700,35,$0
00062609,4,4,2,2,$20.00,$16.25,$16.25,$17.50,20,29,13,29,28,6,14,12,A,0,28,25,F,H,$41900,33,$38001
00062621,6,22,4,11,$15.00,$13.17,$10.77,$12.25,18,79,15,34,63,6,16,24,S,1,51,,U,U,$36100,33,$0
00062632,4,24,4,16,$14.00,$13.00,$11.08,$13.00,20,128,15,36,82,7,17,34,S,1,36,,F,H,$46900,23,$45925
00008029,3,21,3,9,$10.00,$16.67,$10.86,$16.67,18,104,25,44,97,6,17,30,S,1,38,67,F,H,$28500,25,$45927
00062638,2,3,1,2,$20.00,$15.00,$13.33,$10.00,26,41,10,30,32,5,14,13,A,0,37,49,F,U,$38900,41,$45927
00062642,2,5,1,2,$15.00,$20.00,$19.00,$15.00,24,78,12,32,53,6,16,24,A,0,36,53,F,U,$37800,36,$0
00062637,2,3,2,3,$25.00,$25.00,$25.00,$25.00,24,42,12,34,34,6,17,16,A,0,36,77,F,U,$37800,36,$45927
00014521,4,28,3,13,$5.00,$8.50,$6.14,$9.67,4,130,28,45,119,7,16,32,S,1,49,,F,U,$40600,25,$48700
00062661,2,2,2,2,$21.00,$18.00,$18.00,$18.00,23,29,10,23,22,4,10,9,A,0,49,,M,U,$45100,38,$0
00062690,2,7,1,6,$15.00,$16.00,$11.00,$17.00,27,101,9,28,63,4,13,27,A,0,44,55,F,U,$51000,28,$55170
00062712,6,14,3,11,$31.00,$31.17,$28.07,$32.00,19,123,14,34,70,6,16,32,S,1,37,86,M,U,$55400,26,$46563
00062724,5,8,3,4,$4.00,$4.40,$3.88,$3.33,22,64,10,31,36,5,15,16,A,0,49,,M,H,$52200,18,$50677
00013978,1,52,0,9,$30.00,$30.00,$28.49,,27,151,22,44,115,5,5,31,A,1,51,72,M,U,$45300,27,$50677
00062794,1,8,0,5,$25.00,$25.00,$14.50,,26,120,9,27,65,4,4,28,A,1,43,,F,U,$46700,32,$0
00062785,1,3,0,1,$20.00,$20.00,$9.00,,26,54,10,23,30,5,5,12,A,0,43,,F,U,$44500,32,$44338
00062799,1,13,0,5,$10.00,$10.00,$8.31,,19,125,11,29,62,4,4,27,A,0,43,,M,U,$49300,42,$47212
00062796,1,5,0,1,$20.00,$20.00,$12.40,,18,69,13,32,47,6,6,18,A,0,43,61,F,H,$50500,47,$47212
00062804,2,4,1,3,$25.00,$22.50,$17.25,$25.00,18,65,13,32,47,6,14,17,A,0,51,37,M,U,$45800,30,$0
00062822,4,17,3,8,$11.00,$11.00,$7.88,$11.00,27,88,10,30,62,4,14,23,A,1,44,31,F,H,$74400,31,$60691
00062819,3,4,1,1,$20.00,$10.00,$8.75,$5.00,18,32,13,30,27,6,14,12,A,0,44,50,M,H,$74400,31,$60691
00062828,2,2,1,1,$25.00,$20.00,$20.00,$15.00,19,24,13,24,22,6,11,9,N,0,51,61,F,U,$31600,31,$43409
00003410,3,18,1,7,$10.00,$6.67,$5.17,$10.00,15,81,28,48,76,7,16,24,S,1,51,,F,U,$42500,32,$42878
00062854,8,18,6,10,$7.00,$5.75,$5.39,$5.33,18,69,13,32,53,6,17,22,S,1,40,59,F,H,$76900,28,$70517
00042739,4,19,1,9,$5.00,$4.75,$3.84,$3.00,15,93,9,26,57,4,13,23,S,1,37,79,M,U,$76900,28,$0
00062869,3,5,2,3,$56.00,$46.00,$31.60,$44.00,23,69,13,33,52,6,15,18,A,0,49,,F,U,$60700,27,$0
00062873,2,8,2,6,$15.00,$12.50,$11.25,$12.50,20,84,13,32,59,6,14,22,A,1,42,43,F,H,$69500,42,$61938
00062878,2,5,2,3,$20.00,$14.00,$9.80,$14.00,26,63,10,28,43,5,13,17,A,0,49,37,F,U,$51300,33,$0
00062930,4,23,1,12,$11.00,$9.75,$6.43,$9.00,15,128,13,34,80,6,16,33,S,1,18,76,M,H,$57600,31,$48911
00006516,4,6,0,1,$10.00,$10.00,$9.17,,17,33,21,38,47,6,6,13,A,0,17,37,F,U,$44400,38,$48911
00040946,2,5,0,3,$17.00,$16.00,$12.20,,26,75,9,26,47,4,4,18,A,0,35,63,M,H,$65000,42,$48911
00062980,7,30,2,14,$16.00,$14.71,$9.84,$14.00,18,120,14,36,84,6,17,32,S,1,20,55,U,H,$68200,27,$45852
00062979,5,19,3,13,$14.00,$13.00,$10.95,$12.67,19,110,12,31,67,5,15,29,A,1,21,43,F,U,$52100,29,$45852
00062959,6,16,4,9,$20.00,$20.83,$18.50,$21.25,15,56,15,36,52,6,17,22,S,1,16,47,F,U,$43800,36,$45852
00062987,3,16,1,11,$15.00,$11.67,$5.50,$11.00,19,131,13,31,73,6,15,30,A,1,43,,F,U,$71100,30,$50161
00062988,1,1,0,0,$20.00,$20.00,$20.00,,16,16,12,17,14,5,5,6,F,0,43,47,F,H,$45900,30,$36786
00063011,2,2,0,0,$20.00,$15.00,$15.00,,20,32,10,27,25,4,4,10,A,0,43,,F,U,$40900,27,$41328
00063024,0,1,0,0,$20.00,$0.00,$20.00,,19,19,10,10,12,4,4,4,F,0,39,,F,U,$52500,33,$0
00063090,2,3,1,1,$15.00,$15.00,$11.67,$15.00,18,44,11,30,34,4,12,13,A,0,38,,F,U,$103200,25,$0
00063060,2,6,0,3,$20.00,$20.00,$17.00,,18,78,13,34,61,6,6,24,A,0,35,66,M,U,$95100,37,$49059
00063071,1,16,0,9,$11.00,$11.00,$4.93,,18,129,11,26,66,4,4,25,A,1,41,83,M,H,$48500,16,$49059
00063044,2,2,1,1,$15.00,$10.00,$10.00,$5.00,16,29,9,21,20,3,8,8,A,0,51,69,F,U,$47000,31,$49059
00063057,4,15,1,6,$25.00,$25.00,$17.87,$25.00,15,92,14,36,64,6,17,26,S,1,36,82,F,U,$92000,40,$49059
00004868,3,12,0,3,$11.00,$11.00,$8.75,,16,105,17,34,93,5,5,24,A,0,39,66,F,H,$48500,30,$49059
00063077,6,9,4,5,$8.00,$7.17,$6.33,$7.25,17,41,12,31,32,6,16,15,S,1,41,43,F,U,$39000,0,$0
00063083,1,1,1,1,$20.00,$20.00,$20.00,$20.00,21,21,10,16,14,4,7,6,F,0,35,53,F,H,$70800,42,$59357
00063075,2,9,0,6,$15.00,$12.00,$6.78,,18,112,12,30,59,5,5,27,A,0,49,,M,H,$84900,45,$59357
00063115,2,17,1,9,$15.00,$13.50,$8.59,$12.00,18,120,15,35,72,6,15,32,A,1,49,84,F,H,$44500,37,$45483
00063127,3,19,3,12,$20.00,$20.00,$13.50,$20.00,23,126,13,35,79,6,17,34,A,1,43,69,M,H,$37100,29,$39112
00063038,1,1,1,1,$15.00,$15.00,$15.00,$15.00,15,15,7,9,9,2,3,3,E,0,41,46,F,U,$52000,37,$0
00063142,3,14,3,14,$13.00,$9.67,$6.29,$9.67,18,125,12,30,66,5,12,29,S,1,43,,M,U,$39500,31,$56339
00063144,1,1,1,1,$23.00,$23.00,$23.00,$23.00,21,21,10,17,15,4,7,6,F,0,36,41,M,H,$46500,29,$46400
00063156,3,27,1,17,$10.00,$6.00,$3.51,$10.00,17,125,13,33,77,6,15,31,S,1,36,68,F,H,$46500,29,$46400
00063146,6,10,2,5,$15.00,$9.00,$7.40,$6.00,15,53,13,33,45,5,14,16,S,1,49,53,M,H,$55400,26,$46400
00006478,4,34,2,10,$40.00,$30.00,$20.29,$30.00,19,104,30,52,126,6,17,29,A,1,49,87,F,H,$55400,26,$46400
00063162,3,5,3,4,$17.00,$13.33,$12.40,$13.33,22,41,12,31,34,6,16,15,A,1,43,,M,U,$41600,22,$0
00063226,4,9,2,6,$15.00,$12.25,$7.44,$7.00,16,73,13,32,55,5,13,19,A,1,41,,F,U,$35100,24,$0
00063181,3,5,3,5,$15.00,$11.33,$8.40,$11.33,23,91,11,28,37,5,13,16,A,1,51,47,F,U,$35100,24,$0
00063206,7,39,5,20,$6.00,$4.86,$3.72,$5.20,17,123,11,29,76,6,17,33,S,1,41,,M,U,$36000,35,$42516
00063203,6,14,3,7,$10.00,$14.00,$11.43,$11.67,18,129,9,29,62,4,15,29,A,1,41,,F,H,$36000,35,$42516
00063208,1,15,0,7,$10.00,$10.00,$8.60,,18,123,11,25,66,4,4,27,A,1,41,70,M,H,$36000,35,$42516
00063187,4,15,3,12,$14.00,$13.00,$7.47,$13.33,20,113,12,30,66,5,13,26,A,1,43,59,M,H,$47200,27,$42516
00063194,5,6,3,3,$6.00,$6.20,$7.67,$6.00,16,33,13,31,29,6,15,13,A,1,43,,M,U,$43600,28,$42516
00063211,2,6,1,4,$50.00,$87.50,$58.83,$125.00,18,113,14,31,66,6,15,28,A,0,43,,M,U,$48400,30,$0
00011658,3,12,3,6,$5.00,$9.67,$7.33,$9.67,4,69,25,43,76,6,14,19,A,1,43,,F,U,$48400,30,$0
00191474,1,18,0,7,$10.00,$10.00,$6.50,,15,112,14,32,73,5,5,29,A,1,00,,F,U,$48400,30,$53929
00063237,1,9,1,6,$15.00,$15.00,$9.00,$15.00,18,128,11,27,63,4,10,26,A,0,36,,U,U,$46600,31,$0
00063230,2,8,0,4,$20.00,$20.00,$14.25,,19,88,11,28,54,4,4,19,A,1,40,76,F,H,$67200,32,$46584
00063215,3,3,2,2,$12.00,$10.67,$10.67,$11.00,16,23,14,25,23,6,11,9,N,1,44,77,M,H,$58300,44,$46584
00063248,4,6,2,4,$20.00,$15.00,$12.50,$15.00,17,44,13,33,38,6,16,16,S,1,43,65,M,H,$38400,30,$46098
00063249,2,23,1,14,$13.00,$10.00,$3.87,$7.00,18,125,12,31,69,5,13,28,A,1,43,,F,U,$38400,30,$0
00063269,1,18,0,8,$10.00,$10.00,$2.92,,22,102,10,18,51,4,4,19,A,1,30,54,F,H,$34700,42,$34761
00063266,2,5,2,4,$17.00,$16.00,$10.00,$16.00,19,77,11,28,47,5,12,19,A,0,30,70,F,H,$27700,36,$34761
00062018,5,14,1,4,$20.00,$15.80,$11.57,$20.00,16,79,15,37,66,6,17,25,S,1,49,76,M,U,$55300,29,$34761
00001598,8,32,4,18,$3.00,$9.38,$6.91,$8.00,4,123,26,48,112,11,22,45,S,1,42,79,M,H,$51700,31,$34761
00002409,7,27,4,14,$7.00,$8.14,$7.52,$7.25,12,125,27,47,94,11,20,37,S,1,40,43,M,U,$55300,41,$34761
00063287,1,17,1,12,$10.00,$10.00,$7.71,$10.00,17,126,11,27,70,4,11,28,A,1,30,71,F,H,$28900,50,$43000
00063282,3,8,0,1,$10.00,$8.67,$6.25,,18,68,12,31,49,6,6,21,A,0,25,,F,U,$37200,18,$43000
00063298,6,7,2,3,$10.00,$5.33,$5.00,$4.00,19,38,12,32,31,6,15,14,A,0,27,71,M,H,$48500,36,$58821
00063294,2,2,2,2,$15.00,$17.50,$17.50,$17.50,16,24,13,24,21,6,11,9,N,0,46,17,F,U,$57700,26,$58821
00062038,3,14,1,8,$25.00,$14.00,$8.57,$25.00,17,128,10,25,64,5,13,27,A,1,36,,U,U,$42500,21,$0
00063260,3,7,3,5,$20.00,$7.00,$8.29,$7.00,26,44,10,28,35,5,15,15,A,1,30,48,F,H,$0,31,$0
00063345,3,12,3,8,$10.00,$13.33,$10.25,$13.33,17,105,13,33,65,6,17,29,S,1,41,53,F,H,$34500,36,$46023
00063352,2,24,1,15,$12.00,$11.00,$6.33,$10.00,17,122,12,28,76,5,12,29,A,1,41,,M,U,$31600,48,$46023
00063344,1,5,0,1,$20.00,$20.00,$13.00,,18,101,11,27,56,4,4,20,A,0,43,77,F,H,$36700,34,$46023
00063351,3,11,3,7,$15.00,$15.00,$11.82,$15.00,21,106,12,33,71,6,17,33,A,0,36,,U,U,$41200,30,$0
00063330,1,1,1,1,$20.00,$20.00,$20.00,$20.00,21,21,10,17,15,4,7,6,F,0,36,,M,U,$41200,31,$0
00009338,2,6,1,2,$18.00,$12.50,$12.67,$15.00,26,45,12,34,41,5,16,16,A,0,41,53,F,H,$30200,22,$46023
00063361,4,4,3,3,$7.00,$7.25,$7.25,$6.33,16,23,15,26,23,6,11,9,N,1,51,67,M,H,$28000,28,$41699
00063368,1,9,1,7,$25.00,$25.00,$10.89,$25.00,24,125,11,30,65,6,14,29,A,1,43,,F,U,$36600,31,$0
00063369,1,1,0,0,$15.00,$15.00,$15.00,,20,20,11,18,16,4,4,6,F,0,43,21,F,H,$33400,33,$47056
00063385,1,3,1,2,$18.00,$18.00,$13.33,$18.00,17,53,12,28,37,6,13,16,A,0,43,75,M,H,$36500,29,$52074
00063398,2,10,1,8,$12.00,$11.00,$11.50,$12.00,21,92,11,29,63,5,14,23,A,1,37,37,F,U,$31500,41,$41855
00063406,3,9,1,3,$10.00,$9.67,$7.33,$10.00,18,105,13,30,55,6,13,23,A,0,43,81,M,U,$44200,26,$42212
00063404,1,6,0,1,$15.00,$20.00,$13.17,,18,69,13,33,53,6,6,20,A,0,53,,U,U,$34900,28,$42212
00007412,3,16,1,9,$20.00,$20.00,$13.69,$20.00,18,105,16,32,76,7,14,27,S,1,00,,F,U,$39900,0,$0
00063407,6,13,4,6,$12.00,$12.17,$9.46,$12.50,16,57,14,33,48,6,15,18,A,1,43,73,U,U,$28900,32,$0
00063410,2,2,1,1,$25.00,$20.00,$20.00,$15.00,17,32,13,28,25,6,13,11,A,0,51,34,F,U,$32500,26,$0
00063415,3,5,3,4,$20.00,$11.67,$9.60,$11.67,17,41,13,34,36,6,17,16,A,0,49,55,M,H,$42700,30,$50242
00005595,3,41,2,16,$19.00,$18.00,$10.51,$18.00,19,130,28,49,122,6,16,33,S,1,00,81,M,H,$38300,0,$50242
00063424,3,3,3,3,$7.00,$7.33,$7.33,$7.33,17,24,13,23,22,6,11,9,N,1,51,,M,H,$31100,26,$41318
00063446,1,16,1,10,$15.00,$15.00,$10.38,$15.00,16,104,13,31,72,6,15,28,S,1,41,75,F,U,$30800,38,$43363
00063445,5,17,1,6,$5.00,$5.20,$5.06,$5.00,17,81,13,34,60,6,16,25,S,1,41,74,M,U,$23300,36,$43363
00063438,1,5,0,2,$17.00,$17.00,$13.80,,18,67,11,24,44,5,5,17,A,1,41,51,M,H,$26600,38,$43363
00000820,2,36,1,13,$10.00,$9.50,$6.33,$9.00,25,124,12,30,94,6,15,38,A,1,00,82,M,U,$52600,0,$43363
00063453,3,10,0,5,$15.00,$15.00,$12.80,,16,90,14,34,56,6,6,23,A,1,43,,M,U,$34600,27,$0
00063464,3,12,0,4,$25.00,$20.00,$14.92,,18,119,14,32,67,6,6,27,A,0,41,78,F,U,$30700,37,$43657
00063387,1,4,0,2,$15.00,$15.00,$10.50,,25,64,9,28,51,4,4,16,A,0,45,35,F,U,$33700,31,$43657
00063501,3,9,1,4,$10.00,$8.67,$7.33,$10.00,16,125,15,33,54,6,13,22,A,0,30,87,F,H,$23600,31,$41965
00063508,2,6,2,4,$15.00,$13.00,$8.17,$13.00,20,65,14,33,48,6,15,20,A,0,31,65,M,H,$74000,0,$41965
00063505,6,23,2,15,$10.00,$5.50,$5.35,$6.00,18,123,9,29,71,4,13,29,S,1,28,83,M,U,$59000,36,$41965
00063487,4,11,3,7,$10.00,$9.00,$7.82,$8.67,18,76,13,32,54,6,15,21,A,1,36,69,F,U,$43000,40,$41965
00063538,2,2,1,1,$15.00,$10.00,$10.00,$5.00,19,27,11,24,20,5,11,9,A,0,36,46,F,H,$44800,32,$60290
00063562,3,5,0,2,$20.00,$10.00,$8.00,,20,53,13,33,43,6,6,16,A,0,25,,F,U,$46600,18,$0
00063588,2,8,1,5,$15.00,$13.00,$7.88,$11.00,20,91,11,29,37,4,11,15,A,1,28,77,F,H,$67000,29,$43240
00007713,1,14,1,4,$30.00,$30.00,$20.57,$30.00,18,93,18,37,74,6,15,21,A,0,36,23,U,U,$63200,34,$0
00063609,1,1,0,0,$18.00,$18.00,$18.00,,16,16,11,16,13,4,4,5,F,0,31,52,M,U,$52500,19,$44309
00063624,2,4,1,1,$10.00,$15.81,$11.90,$15.00,18,28,13,27,25,6,13,11,A,0,44,22,M,U,$63200,27,$51044
00063658,4,28,2,11,$10.00,$9.50,$6.00,$9.00,16,122,7,23,50,3,11,19,S,1,37,59,F,H,$50000,48,$43971
00063654,5,19,3,9,$10.00,$10.00,$7.47,$10.00,17,89,13,33,61,6,17,24,S,1,41,80,M,H,$32900,24,$43971
00063650,2,5,2,4,$16.00,$15.00,$11.80,$15.00,17,66,10,25,43,4,10,16,A,0,36,46,M,H,$35300,35,$43971
00063640,2,3,1,1,$3.00,$10.00,$7.67,$10.00,15,20,12,18,18,5,7,6,N,0,37,,F,U,$50500,42,$43971
00063674,2,8,0,5,$21.00,$20.00,$14.38,,18,123,13,34,64,6,6,28,A,1,43,,F,H,$34500,38,$36042
00063688,1,1,1,1,$15.00,$15.00,$15.00,$15.00,15,15,9,13,11,4,6,5,F,0,40,44,M,U,$66600,24,$0
00063691,3,5,0,0,$10.00,$8.00,$6.80,,15,28,12,25,23,6,6,10,A,0,51,,F,U,$28400,41,$0
00063701,1,1,0,0,$20.00,$20.00,$20.00,,20,20,10,17,16,4,4,6,F,0,36,,F,U,$34900,37,$0
00063704,2,13,0,3,$25.00,$25.00,$14.08,,19,76,14,36,64,6,6,24,A,1,36,,M,U,$34900,37,$0
00063720,3,4,1,1,$15.00,$9.67,$10.50,$5.00,18,33,12,31,31,6,15,13,A,0,45,,F,U,$41200,19,$0
00004155,2,33,2,15,$10.00,$20.00,$10.85,$20.00,8,128,24,44,120,6,17,35,A,1,43,,U,U,$41200,33,$41350
00059775,6,21,3,11,$10.00,$7.00,$5.81,$6.67,18,77,16,37,64,6,17,24,S,1,49,76,M,U,$63700,34,$0
00063745,5,14,1,4,$10.00,$10.60,$9.86,$9.00,15,65,13,35,55,6,17,22,A,0,51,49,M,U,$38000,16,$37089
00063748,2,23,1,13,$11.00,$11.00,$9.30,$11.00,16,126,12,30,76,5,13,31,A,1,51,,U,U,$41900,36,$0
00063749,5,10,2,3,$20.00,$11.80,$10.00,$8.50,26,44,10,31,37,5,16,16,A,1,43,75,F,H,$34500,38,$43036
00063752,3,17,2,9,$10.00,$10.00,$7.00,$10.00,19,116,12,30,72,5,13,29,A,1,43,50,M,U,$46800,34,$42332
00063756,2,3,2,3,$25.00,$15.00,$15.00,$15.00,19,29,12,24,24,5,11,10,A,0,43,38,F,U,$46700,32,$43357
00063763,3,21,3,13,$52.00,$44.33,$26.48,$44.33,22,125,13,33,76,6,17,31,A,1,43,,F,U,$46700,32,$0
00063841,3,8,0,4,$15.00,$13.67,$9.50,,18,93,13,31,60,6,6,24,A,0,36,,M,U,$41200,32,$42394
00063797,3,12,1,7,$10.00,$8.00,$7.67,$10.00,21,88,12,32,59,6,16,24,S,1,53,,F,U,$17600,44,$39273
00063800,2,5,1,1,$21.00,$21.00,$16.60,$21.00,22,52,12,34,44,6,17,20,A,0,51,,F,U,$44500,14,$45833
00063802,3,6,2,4,$5.00,$8.33,$7.00,$7.50,16,83,12,23,46,5,10,16,A,0,49,63,F,H,$50100,26,$57188
00011594,2,10,0,4,$10.00,$7.00,$6.50,,18,84,15,33,53,6,6,20,A,0,49,,F,U,$59000,24,$54647
00063815,5,10,4,6,$5.00,$8.00,$6.60,$8.75,17,45,12,32,40,6,17,17,S,1,49,69,M,H,$61900,18,$48532
00063826,4,16,3,10,$10.00,$8.50,$6.31,$8.00,15,79,7,26,54,3,12,21,S,1,36,69,F,H,$44200,45,$56637
00063840,4,19,0,10,$6.00,$6.00,$5.32,,15,104,6,23,62,3,3,24,S,1,49,72,M,U,$37600,27,$48036
00063878,7,11,6,7,$3.00,$3.29,$3.18,$3.33,17,44,13,30,37,6,15,15,S,1,38,39,F,H,$47100,39,$41377
00063882,4,32,3,15,$5.00,$5.25,$4.55,$5.00,18,113,13,34,72,6,16,29,S,1,36,,F,U,$45600,29,$0
00063910,2,21,1,15,$3.00,$5.50,$3.43,$3.00,17,122,12,29,72,5,13,30,S,1,36,81,F,H,$35800,18,$48669
00063914,7,15,6,9,$4.00,$11.00,$9.07,$10.83,18,57,13,32,46,6,17,20,S,1,51,48,M,H,$45100,31,$43100
00063916,1,6,0,3,$15.00,$15.00,$11.00,,18,91,10,25,49,4,4,19,A,0,43,,M,U,$46500,28,$0
00007762,9,66,6,20,$14.00,$13.44,$12.58,$13.33,18,98,26,45,118,5,16,27,S,1,49,,F,U,$47800,27,$44531
00064065,3,15,2,8,$10.00,$10.00,$9.00,$10.00,16,92,14,29,61,6,13,23,S,1,30,,U,U,$84000,39,$0
00063938,3,9,1,6,$16.00,$12.00,$7.89,$10.00,15,86,12,29,55,5,12,21,A,1,44,51,F,H,$68700,35,$54083
00063943,2,9,1,4,$16.00,$13.00,$8.67,$10.00,26,128,5,20,39,2,9,16,A,0,36,63,M,H,$39100,50,$54083
00064108,4,9,3,7,$20.00,$9.25,$12.56,$10.00,21,93,15,33,62,6,16,25,A,0,27,78,F,H,$68900,28,$65581
00063949,3,3,3,3,$10.00,$6.67,$6.67,$6.67,17,23,8,18,17,4,9,7,N,1,40,65,M,H,$68300,29,$65581
00063953,2,7,0,2,$15.00,$15.00,$10.71,,26,57,10,31,47,5,5,19,S,1,38,51,F,U,$60300,37,$65581
00002816,2,5,0,1,$50.00,$50.00,$35.00,,17,81,27,38,60,11,11,25,A,0,35,76,F,U,$127900,19,$0
