"","Price","Age","Mileage","Fuel_Type","Horse_Power","Metalic_Color","Automatic","CC","Doors","Quarterly_Tax","Weight","Pred.Price"
"822",8450,64,70116,"Petrol",110,"1","0",1600,"4",69,1035,8985.03026741745
"823",9500,65,70068,"Petrol",110,"1","0",1600,"5",85,1075,9723.4790349379
"824",10500,67,70000,"Petrol",107,"1","1",1587,"3",19,1065,9144.98383120038
"827",6950,58,69022,"Petrol",86,"1","0",1300,"5",69,1035,9062.82588035928
"828",9650,67,69000,"Petrol",110,"1","0",1600,"3",85,1065,9253.65746200558
"830",9250,58,68723,"Petrol",86,"0","0",1300,"3",69,1025,8849.50067600787
"834",10500,65,68000,"Petrol",110,"0","0",1600,"5",85,1075,9755.71080451328
"835",8950,65,68000,"Petrol",86,"1","0",1300,"3",69,1015,7703.09701261353
"841",10400,68,66785,"Petrol",86,"0","1",1300,"3",69,1045,7973.26721744729
"845",7800,65,66000,"Petrol",86,"1","0",1300,"3",69,1015,7734.26893676768
"847",10750,63,65896,"Petrol",110,"1","0",1600,"3",85,1065,9839.00023512916
"848",10950,67,65785,"Petrol",110,"1","0",1600,"5",85,1075,9521.75173709582
"849",9950,65,65513,"Petrol",110,"1","1",1600,"4",85,1070,9685.48038869273
"850",9950,59,65463,"Petrol",110,"1","0",1600,"5",85,1070,10491.7056070511
"851",8100,68,65400,"Petrol",86,"1","0",1300,"4",69,1000,7013.91944336798
"857",9950,68,64950,"Petrol",110,"1","0",1600,"5",85,1075,9400.52502872109
"859",7995,62,64797,"Petrol",110,"1","0",1600,"5",85,1075,10208.3556011734
"860",8750,65,64772,"Petrol",110,"1","0",1600,"3",69,1050,9261.05877256693
"862",10950,65,64630,"Petrol",110,"0","0",1600,"5",85,1070,9699.24279320679
"864",8200,60,64383,"Petrol",86,"0","0",1300,"3",69,1015,8430.67637099173
"866",9500,66,63881,"Petrol",86,"0","0",1300,"3",69,1015,7633.05460369991
"868",9750,66,63328,"Petrol",86,"0","1",1300,"5",85,1065,8731.60067579081
"869",9950,65,63000,"Petrol",86,"1","1",1300,"5",85,1065,8870.95385806118
"872",9450,62,62377,"Petrol",110,"1","0",1600,"5",85,1075,10246.0736293999
"875",8950,65,62225,"Petrol",110,"1","0",1600,"3",69,1050,9300.75621797723
"878",9950,58,62024,"Petrol",110,"1","0",1600,"5",85,1075,10788.5394208495
"881",10950,57,61682,"Petrol",110,"0","0",1600,"3",69,1050,10383.1472890578
"882",9795,68,61568,"Petrol",110,"1","0",1600,"4",69,1035,8581.29512441593
"883",8750,68,61504,"Petrol",110,"1","0",1600,"4",69,1035,8582.29262598886
"890",8900,59,61127,"Petrol",110,"1","0",1600,"3",69,1050,10123.3155245924
"892",11500,68,61100,"Petrol",110,"1","0",1600,"5",85,1075,9460.53098271782
"894",7995,65,60724,"Petrol",86,"1","0",1300,"3",69,1015,7816.50047268631
"895",10995,59,60708,"Petrol",86,"1","0",1300,"5",69,1045,9276.15198937142
"896",8950,61,60532,"Petrol",110,"1","0",1600,"3",69,1050,9864.10719861006
"897",8250,67,60000,"Petrol",86,"0","1",1300,"4",69,1030,7886.28084633062
"898",8950,66,60000,"Petrol",86,"1","0",1300,"3",69,1015,7693.54372252102
"900",9500,62,59295,"Petrol",86,"0","0",1300,"5",69,1035,8677.46658664661
"905",9450,61,59000,"Petrol",110,"1","0",1600,"5",85,1070,10323.955706537
"906",9950,65,59000,"Petrol",110,"0","0",1600,"3",69,1050,9351.02094567579
"908",8950,65,58829,"Petrol",110,"0","0",1600,"3",69,1050,9353.68614519097
"913",9450,66,58113,"Petrol",107,"1","1",1600,"3",85,1085,9900.46596314454
"914",12950,67,58058,"Petrol",110,"1","0",1600,"3",85,1065,9424.1990590529
"916",10495,62,58000,"Petrol",110,"1","0",1600,"3",85,1065,10096.3079783988
"918",10500,63,57413,"Petrol",107,"0","1",1600,"5",85,1115,10968.0553177631
"920",9900,62,57179,"Petrol",110,"1","0",1600,"5",85,1075,10327.0894602765
"923",9950,63,57000,"Petrol",110,"1","0",1600,"3",69,1050,9650.67484324811
"925",9950,63,57000,"Petrol",86,"1","0",1300,"5",69,1035,8578.99538290441
"926",8950,59,56259,"Petrol",86,"0","0",1300,"3",69,1015,8691.53771361495
"929",9950,63,55942,"Petrol",110,"1","0",1600,"5",85,1070,10103.1356051506
"931",8750,61,55747,"Petrol",86,"0","0",1300,"3",69,1020,8540.02845628647
"932",10950,58,55478,"Petrol",86,"0","0",1300,"5",69,1045,9491.9075577436
"936",10950,57,55000,"Petrol",110,"0","0",1600,"5",85,1075,11032.2562051879
"937",10950,63,54936,"Petrol",110,"1","0",1600,"5",85,1075,10227.8077865063
"938",8950,68,54875,"Petrol",110,"1","0",1600,"5",85,1070,9448.56089314137
"943",10500,57,54000,"Petrol",110,"1","0",1600,"5",85,1075,11047.842167265
"944",7350,58,54000,"Petrol",86,"0","0",1300,"5",69,1035,9296.95820268106
"947",11500,65,53053,"Petrol",110,"1","0",1600,"5",85,1075,9988.67417967928
"950",9500,64,52968,"Petrol",110,"1","0",1600,"3",69,1050,9579.27645563377
"951",8450,67,52800,"Petrol",86,"1","0",1300,"3",69,1015,7671.52166276686
"953",8400,60,52487,"Petrol",110,"1","0",1600,"4",69,1035,9796.7591397105
"955",8900,61,52112,"Petrol",110,"1","0",1600,"4",69,1035,9668.36288878032
"957",10950,58,51421,"Petrol",110,"0","1",1600,"5",85,1105,11607.75359779
"959",8950,65,51000,"Petrol",86,"1","0",1300,"3",69,1015,7968.05836792376
"966",9900,67,49585,"Petrol",110,"0","0",1600,"5",85,1085,9992.22972975685
"968",9950,61,49000,"Petrol",110,"0","0",1600,"3",69,1050,10043.8445132829
"969",9950,63,48738,"Petrol",110,"0","0",1600,"5",85,1055,9888.4387654351
"972",10495,68,47500,"Petrol",86,"1","0",1300,"5",69,1035,8055.85708909117
"976",8950,65,47014,"Petrol",86,"1","0",1300,"3",69,1015,8030.18401276297
"977",9900,59,46929,"Petrol",86,"1","0",1300,"3",69,1025,9054.94014680649
"978",8900,63,46000,"Petrol",86,"0","0",1300,"5",69,1035,8750.44096575221
"979",8745,65,45681,"Petrol",110,"0","0",1600,"3",69,1050,9558.61037458031
"981",10750,57,45000,"Petrol",110,"1","0",1600,"5",69,1050,10643.1523084275
"985",9450,63,45000,"Petrol",110,"1","0",1600,"4",69,1035,9510.72827765429
"993",8950,68,43000,"Petrol",110,"1","0",1600,"5",69,1035,8870.695268263
"994",9695,57,43000,"Petrol",110,"0","0",1600,"5",85,1075,11219.2877501128
"995",7750,64,43000,"Petrol",86,"0","0",1300,"3",69,1015,8226.98705124942
