ID,LocX,LocY,RegDens,RegPop,MedHHInc,MeanHHSz
31565,-81.62656,31.066479,21,1515,$35990,2.50
31566,-81.83011,31.144635,35,2583,$31161,2.79
31567,-82.7183,31.631943,21,673,$33787,2.21
31568,-81.79512,31.003385,15,1076,$39861,2.86
31569,-81.67925,30.915778,46,5018,$42416,2.76
315HH,-81.64287,31.206284,,0,$0,0.00
315XX,-81.98281,31.057113,2,270,$28281,2.88
31601,-83.28661,30.807279,65,29780,$22347,2.69
31602,-83.30079,30.866613,78,30379,$36664,2.41
31605,-83.25332,30.92205,70,14592,$43844,2.78
31606,-83.19625,30.802411,54,3872,$36743,2.86
31620,-83.42736,31.133004,53,9976,$27658,2.64
31622,-83.21803,31.379665,24,1804,$27288,2.47
31623,-82.65233,31.071563,26,184,$31071,2.92
31624,-82.7103,31.297883,22,1207,$26181,2.89
31625,-83.5282,31.003274,24,1191,$36842,2.77
31626,-83.78883,30.782963,29,3086,$24534,2.58
31627,-83.39136,31.047996,50,303,$28958,2.48
31629,-83.69127,30.802821,28,1081,$23125,2.68
31630,-82.86456,30.96373,7,550,$32115,2.52
31631,-82.58029,30.680867,7,703,$28828,2.97
31632,-83.36416,30.991859,48,7338,$36675,2.76
31634,-82.724,31.062818,31,5495,$25214,2.60
31635,-83.07103,31.055578,44,4788,$27323,2.60
31636,-83.13302,30.72289,37,7829,$32694,2.61
31637,-83.45328,31.291612,36,2824,$29904,2.57
31638,-83.50212,30.935087,41,930,$23705,2.51
31639,-83.2188,31.199,42,9440,$30940,2.53
31641,-83.08842,30.934298,20,1188,$41923,2.68
31642,-82.83342,31.27291,29,4359,$28013,2.82
31643,-83.55344,30.783639,37,9380,$25132,2.62
31645,-83.20286,31.070627,49,3253,$29694,2.75
31646,-82.08064,30.518903,20,1447,$27652,2.59
31647,-83.43559,31.183567,49,2935,$27723,2.71
31648,-83.02569,30.703175,35,981,$26633,2.91
31649,-83.00525,30.957421,23,901,$27417,2.70
31650,-83.01949,31.375165,34,3043,$26165,2.71
31699,-83.19316,30.965263,78,3131,$0,0.00
316HH,-83.11237,31.024974,,0,$0,0.00
316XX,-82.60996,30.82356,3,561,$19728,3.13
31701,-84.16044,31.580774,81,22151,$19649,2.56
31705,-84.09678,31.552483,69,38996,$27404,2.83
31707,-84.22645,31.568073,65,42073,$42539,2.45
31709,-84.21942,32.071641,58,26717,$30459,2.61
31711,-84.13701,32.195361,24,1017,$36094,2.65
31712,-83.72045,31.836577,25,945,$23864,2.23
31713,-84.71025,31.427845,25,2357,$27396,2.66
31714,-83.66519,31.709742,37,6863,$22380,2.72
31715,-84.4823,30.743234,41,2314,$28523,3.11
31716,-84.12921,31.3709,37,3183,$33409,2.74
31717,-84.58951,30.884525,49,21800,$28604,2.60
31720,-83.73816,30.890906,50,531,$23056,2.72
31722,-83.62289,31.067313,79,328,$27188,2.41
31723,-84.949,31.334337,32,10267,$24216,2.61
31724,-84.86025,31.528299,19,462,$36667,2.70
31725,-84.72284,30.945016,24,1439,$27955,2.60
31726,-84.35728,31.832214,41,749,$22788,2.65
31728,-84.21344,30.87039,54,18128,$27834,2.69
31729,-84.34763,30.729915,68,67,$28500,2.03
31730,-84.23667,31.209854,40,10201,$24474,2.82
31732,-85.05571,31.169794,15,97,$25375,2.37
31733,-83.48004,31.592199,31,1529,$43317,2.58
31734,-84.42416,30.88096,25,2319,$31366,2.71
31735,-83.96029,31.959367,34,919,$40817,2.48
31736,-84.87909,31.650442,11,430,$28984,2.50
31737,-84.69654,31.152253,27,6268,$27120,2.54
31738,-83.87218,31.012042,34,1997,$26975,2.53
31740,-84.76444,31.781815,26,5710,$20806,2.51
31741,-84.68772,31.299009,20,768,$28068,2.33
31742,-84.43358,31.756995,34,9939,$26402,2.71
31743,-84.02921,31.930451,19,660,$23295,2.88
31744,-83.90938,31.325004,31,3031,$30000,2.60
31745,-84.87703,30.974364,40,8408,$27174,2.51
31746,-84.75869,31.563327,35,1951,$21556,2.56
31747,-83.58802,31.176563,79,190,$26875,2.84
31749,-83.34042,31.439212,34,2153,$31045,2.64
31750,-83.25093,31.720029,50,18572,$27392,2.55
31751,-85.03242,31.631333,27,2508,$19688,2.44
31752,-84.54712,30.803291,61,173,$22917,3.84
31754,-85.07535,31.860476,26,2561,$26919,2.45
31756,-83.96556,31.177174,28,1048,$45357,2.86
31757,-83.91237,30.883208,57,10087,$39603,2.70
31759,-84.80242,31.011595,27,1357,$30167,2.61
31761,-85.00251,31.113122,25,877,$34879,2.31
31762,-84.51727,31.454628,18,838,$34236,2.47
31763,-84.16932,31.714526,53,19191,$46090,2.91
31764,-84.06867,31.98309,30,1653,$30551,3.02
31765,-84.05767,31.082141,34,2374,$27440,2.53
31766,-84.59849,31.575228,28,2043,$29100,2.31
31767,-84.9474,31.834324,9,515,$21932,2.64
31768,-83.77172,31.165358,58,32159,$27653,2.61
31770,-84.36269,31.33349,19,2884,$28110,2.72
31771,-83.66006,31.256287,41,4708,$31402,2.81
31772,-83.96281,31.723178,13,501,$18917,2.18
31773,-84.06151,30.977162,40,3460,$35368,2.68
31774,-83.27583,31.586426,40,6880,$27310,2.68
31775,-83.59971,31.334062,47,2968,$29181,2.84
31777,-84.51526,31.905462,18,549,$27500,2.64
31778,-83.72076,30.966781,29,2468,$28173,2.48
31779,-84.15678,31.117271,52,9328,$25066,2.63
31780,-84.39362,32.026125,34,2441,$32928,2.76
31781,-83.79026,31.526584,46,1420,$30795,2.68
31783,-83.47326,31.767986,18,1146,$31875,2.50
31784,-84.02897,31.258794,26,755,$29911,2.54
31786,-84.60174,31.72952,28,1584,$24018,2.71
31787,-84.25037,31.901066,25,1899,$37981,2.90
31789,-83.73515,31.484091,24,1488,$32112,2.57
31790,-83.57935,31.652542,35,2119,$33162,2.80
31791,-83.86041,31.536886,50,13019,$32419,2.70
31792,-83.98919,30.817654,58,22620,$30860,2.46
31794,-83.51083,31.459666,63,34045,$32687,2.65
31795,-83.66485,31.47387,42,1899,$29674,2.55
31796,-83.86974,31.782466,23,1175,$37607,2.67
31797,-84.32976,30.888809,30,3560,$25145,2.57
31798,-83.05502,31.621764,18,902,$31167,2.86
317HH,-84.32969,31.312679,,0,$0,0.00
317XX,-84.47329,31.451961,3,60,$38889,2.50
31801,-84.59822,32.527813,30,2426,$36214,2.73
31803,-84.52239,32.315915,23,4687,$26046,2.56
31804,-84.88805,32.651617,55,4387,$55588,2.79
31805,-84.76333,32.285535,37,3029,$30806,2.66
31806,-84.32008,32.246795,27,3707,$32267,2.59
31807,-84.80137,32.634965,56,1444,$48563,2.60
31808,-85.00737,32.638885,56,4846,$65000,2.85
31810,-84.54514,32.57791,26,226,$23333,2.26
31811,-84.95804,32.722333,33,3783,$40121,2.51
31812,-84.44513,32.614374,11,469,$23125,2.38
31814,-84.83857,32.154164,13,379,$24659,2.89
31815,-84.81218,32.030297,15,2238,$22583,2.42
31816,-84.6088,32.862377,62,5738,$28418,2.53
31820,-84.84122,32.566197,61,5200,$78435,2.98
31821,-84.98499,32.1342,8,347,$24306,2.36
31822,-84.88438,32.867211,40,4820,$39183,2.57
31823,-84.82038,32.801174,62,849,$43519,2.64
31824,-84.5342,32.051618,21,1661,$28542,2.57
31825,-84.66063,32.109225,29,2551,$25568,2.55
31826,-84.69384,32.803518,39,2081,$35052,2.78
31827,-84.52243,32.683146,20,2348,$26500,2.62
31829,-84.73958,32.557718,47,777,$60670,2.90
31830,-84.71191,32.896166,42,2416,$36163,2.51
31831,-84.71553,32.698622,36,2534,$40667,2.48
31832,-84.62523,31.973541,12,162,$38125,2.53
31833,-85.13779,32.867469,50,6641,$32553,2.57
31836,-84.54095,32.797475,18,1132,$20688,2.41
318HH,-84.79579,32.414576,,0,$0,0.00
318XX,-84.68801,32.472259,,0,$0,0.00
31901,-84.98006,32.471492,87,8204,$17817,1.98
31903,-84.94879,32.423311,87,22583,$21892,2.63
31904,-84.97753,32.513391,82,30250,$33746,2.45
31905,-84.90613,32.37349,79,23427,$32862,3.53
31906,-84.95128,32.468442,92,23842,$28865,2.32
31907,-84.90943,32.479492,89,56400,$38693,2.64
31909,-84.92583,32.53554,85,27827,$48979,2.55
319HH,-84.97427,32.443568,,0,$0,0.00
319XX,-84.86557,32.422576,,0,$0,0.00
32008,-82.91033,29.928691,36,4651,$27425,2.58
32009,-81.95742,30.421425,33,2668,$45359,2.84
32011,-81.84051,30.567684,48,11426,$43799,2.78
32013,-83.29266,30.193758,36,34,$20481,2.00
32024,-82.7253,30.108128,57,14981,$33168,2.70
32025,-82.62165,30.155229,66,16192,$31941,2.43
32033,-81.44669,29.787831,31,2133,$40156,2.44
32034,-81.46092,30.641487,74,24804,$51096,2.39
32038,-82.71425,29.922221,49,6463,$31739,2.57
32040,-82.21352,30.272356,50,6091,$41647,2.92
32043,-81.72195,29.97289,56,19557,$43914,2.67
32044,-82.15624,29.863141,52,1427,$32700,2.78
32046,-81.93061,30.685319,40,8061,$39306,2.76
32052,-82.94877,30.491893,35,8363,$25302,2.58
32053,-83.13841,30.581517,33,3280,$26316,2.74
32054,-82.38104,30.005135,46,10002,$33958,2.76
32055,-82.63961,30.216073,54,17085,$26459,2.52
32058,-82.09431,30.061174,53,6004,$34767,2.69
32059,-83.27037,30.421598,27,1402,$28194,2.46
32060,-83.04107,30.285127,47,24017,$29621,2.54
32061,-82.50337,30.101542,16,137,$45469,2.40
32062,-82.98732,30.13762,36,2114,$32604,2.88
32063,-82.12458,30.267664,59,11024,$39771,2.79
32065,-81.77905,30.133007,88,20265,$50192,2.88
32066,-83.21849,30.084849,29,5576,$30640,2.71
32068,-81.87933,30.074926,70,36848,$46706,2.91
32071,-82.94481,30.039096,33,3253,$32237,2.48
32072,-82.43602,30.210947,35,393,$44844,2.95
32073,-81.72917,30.160965,85,50084,$55056,2.72
32079,-81.80992,29.979095,89,300,$40000,1.69
32082,-81.38213,30.189934,75,27821,$73987,2.34
32083,-82.22371,30.070341,55,3031,$35776,2.83
32084,-81.29465,29.87131,83,20584,$41191,2.09
32086,-81.30987,29.811123,70,22948,$40875,2.40
32087,-82.2604,30.390734,33,3257,$34432,2.95
32091,-82.11706,29.937512,52,16008,$32045,2.60
32092,-81.51285,29.955409,45,6595,$52475,2.69
32094,-82.81422,30.203153,42,2539,$31745,2.46
32095,-81.33963,29.923718,65,21071,$34330,2.46
32096,-82.76056,30.366085,30,2774,$24741,2.61
32097,-81.59442,30.63928,56,10540,$41567,2.73
320HH,-81.30692,29.879378,,0,$0,0.00
320XX,-82.53938,30.144882,4,1525,$35833,3.07
32102,-81.5632,29.174417,38,2597,$29514,2.24
32110,-81.30204,29.445826,29,5594,$31338,2.53
32112,-81.55686,29.425693,61,6985,$24286,2.48
32113,-82.09805,29.393366,50,6410,$30045,2.51
32114,-81.03603,29.204009,87,33861,$22395,2.11
32117,-81.05317,29.238606,89,24844,$26401,2.32
32118,-81.0026,29.210309,94,18519,$31257,1.87
32119,-81.0223,29.153239,89,39857,$32602,2.15
32124,-81.08643,29.105506,61,12784,$56677,2.44
32127,-80.98175,29.116361,87,30277,$40309,2.27
32130,-81.34498,29.140657,49,4604,$34417,2.90
32131,-81.59006,29.668112,62,4944,$32273,2.52
32132,-80.91101,28.982714,81,7095,$31570,2.35
32134,-81.83637,29.401523,36,8082,$28195,2.26
32136,-81.13316,29.47033,72,6628,$35515,1.94
32137,-81.21646,29.581683,74,22060,$41912,2.30
32138,-81.9205,29.727276,42,164,$39792,2.34
32139,-81.61053,29.385225,48,487,$25508,2.09
32140,-81.85603,29.765329,37,1581,$32955,2.64
32141,-80.89525,28.944915,76,15589,$36541,2.40
32145,-81.46123,29.656806,40,3940,$32018,2.85
32147,-81.80743,29.634649,43,858,$25966,2.94
32148,-81.88648,29.640791,57,11056,$24288,2.52
32157,-81.57164,29.467357,62,1052,$28214,2.68
32159,-81.93807,28.930573,78,27782,$37010,1.98
32164,-81.22328,29.499591,73,14538,$42091,2.51
32168,-80.95736,29.016897,58,20068,$34132,2.23
32169,-80.87561,28.998887,74,10669,$41051,1.97
32174,-81.10297,29.284924,69,40738,$41183,2.32
32176,-81.05611,29.316606,91,15758,$38701,2.03
32177,-81.67402,29.666218,62,25193,$28665,2.53
32179,-81.89074,29.071931,53,8241,$28400,2.42
32180,-81.45096,29.231366,41,4917,$32216,3.13
32181,-81.60881,29.488583,51,1689,$26786,2.42
32182,-81.96523,29.493034,59,173,$25500,2.58
32183,-81.8349,29.084013,86,170,$20795,3.09
32185,-81.95858,29.740034,73,96,$33438,3.43
32187,-81.57009,29.589748,53,1966,$30273,2.50
32189,-81.64433,29.556365,64,5925,$26670,2.21
32190,-81.50009,29.332109,37,1180,$29821,2.73
32193,-81.66331,29.476035,59,871,$26516,2.17
32195,-81.89262,29.003387,60,3218,$40410,2.67
321HH,-81.84273,28.970324,,0,$0,0.00
321XX,-81.50907,29.527076,2,115,$45000,2.88
32202,-81.65102,30.328539,89,5085,$9904,1.45
32204,-81.68174,30.323806,90,7733,$23957,2.14
32205,-81.72045,30.307439,93,30128,$34579,2.24
32206,-81.64665,30.351006,92,21217,$17169,2.51
32207,-81.6374,30.294389,90,33773,$35568,2.21
32208,-81.67933,30.392888,90,33744,$31849,2.66
32209,-81.69113,30.354588,94,39739,$22202,2.59
32210,-81.73988,30.268572,90,58345,$39095,2.56
32211,-81.586,30.333022,93,34597,$34232,2.42
32212,-81.70165,30.222683,74,2480,$34653,4.21
32215,-81.91486,30.23289,37,865,$40714,4.37
32216,-81.58359,30.28374,88,29375,$41354,2.45
32217,-81.62099,30.24354,92,20218,$39740,2.35
32218,-81.65652,30.449096,73,37894,$40691,2.68
32219,-81.76653,30.411564,63,9573,$36961,2.65
32220,-81.80865,30.329588,71,10583,$41622,2.76
32221,-81.80503,30.292631,78,17657,$42816,2.77
32222,-81.81255,30.230272,73,4204,$43641,2.71
32223,-81.63073,30.159091,87,25424,$66079,2.65
32224,-81.47043,30.284511,85,32588,$55103,2.46
32225,-81.49965,30.348585,86,45745,$55966,2.75
32226,-81.52552,30.453405,55,8032,$53008,2.63
32227,-81.41049,30.383023,83,5267,$36541,3.90
32233,-81.4095,30.343407,90,25384,$40636,2.57
32234,-81.98365,30.226463,43,6185,$37917,2.75
32244,-81.74894,30.222489,86,46852,$41769,2.71
32246,-81.52228,30.296911,85,36012,$43672,2.70
32250,-81.39844,30.284641,89,23944,$48157,2.17
32254,-81.7251,30.336038,83,14801,$25807,2.77
32256,-81.54604,30.206922,74,29254,$45460,2.07
32257,-81.60597,30.192434,90,36360,$48452,2.43
32258,-81.56882,30.148209,80,12480,$70131,2.87
32259,-81.60274,30.092346,71,18087,$80945,3.00
32266,-81.40308,30.316641,91,7233,$53727,2.21
32277,-81.59087,30.364339,94,27640,$45670,2.55
322HH,-81.59431,30.314922,,0,$0,0.00
32301,-84.26904,30.431283,87,27316,$29349,1.95
32303,-84.31528,30.486061,81,44634,$37853,2.32
32304,-84.32394,30.446766,89,38549,$14826,2.06
32308,-84.16049,30.531677,72,44753,$55788,2.39
32310,-84.34803,30.400318,68,30183,$27312,2.50
32311,-84.18842,30.403146,63,25929,$51166,2.58
32312,-84.2598,30.554434,70,28478,$73316,2.77
32320,-85.02705,29.71877,49,3874,$24702,2.38
32321,-84.97669,30.36007,30,5410,$27933,2.62
32322,-84.64071,29.912584,30,3626,$25556,2.25
32323,-84.60134,29.879559,83,377,$16731,1.62
32324,-84.82181,30.687983,52,5192,$29664,2.36
32327,-84.35533,30.194939,48,18819,$38844,2.64
32328,-84.89247,29.825252,15,2913,$32441,2.34
32330,-84.74346,30.571364,61,954,$29286,3.03
32331,-83.65112,30.442203,20,4097,$28239,2.56
32332,-84.66293,30.616479,67,2137,$24156,3.39
32333,-84.41376,30.607352,58,11779,$36355,2.56
32334,-84.77768,30.381958,15,1526,$33831,2.29
32335,-85.04478,30.060351,3,17,$18750,1.42
32336,-83.82391,30.416739,19,1132,$26667,2.68
32337,-84.02084,30.478502,55,18,$18750,3.00
32340,-83.40303,30.476181,44,12610,$25891,2.59
32343,-84.46259,30.494878,49,1330,$25833,2.99
32344,-83.88017,30.530854,35,10403,$33058,2.48
32346,-84.38798,29.983931,45,2155,$28875,2.24
32347,-83.58119,30.080602,43,17402,$30054,2.56
32350,-83.32545,30.594145,34,1140,$29750,2.58
32351,-84.6147,30.573563,54,23695,$30602,2.75
32355,-84.20923,30.162414,52,277,$25156,2.01
32356,-83.42089,29.900822,15,75,$66406,2.59
32357,-83.63082,30.28163,16,137,$44688,2.11
32358,-84.50596,30.029899,18,1857,$36486,2.40
32359,-83.38417,29.673459,21,1375,$26188,2.07
32360,-84.88356,30.184365,6,27,$30781,2.25
32361,-83.98883,30.357761,61,525,$36786,3.03
32399,-84.23331,30.420146,,0,$0,0.00
323HH,-84.49151,30.072198,,0,$0,0.00
323XX,-83.97266,30.137453,2,557,$28750,2.40
32401,-85.65298,30.161901,88,24578,$25311,2.29
32403,-85.60976,30.068188,58,2762,$34191,3.59
32404,-85.56392,30.188585,70,34504,$37354,2.57
32405,-85.66459,30.195424,83,26364,$38841,2.41
32407,-85.8128,30.196771,69,5998,$42340,2.27
32408,-85.76367,30.154621,83,12735,$38568,2.17
32409,-85.65413,30.330553,52,7236,$37347,2.63
32410,-85.41462,29.945008,79,126,$36250,1.77
32413,-85.90414,30.252616,52,9382,$37790,2.20
32420,-85.37542,30.641154,34,1803,$26786,2.50
32421,-85.1823,30.5403,32,3789,$29901,2.66
32422,-86.0389,30.716494,73,66,$9583,2.38
32423,-85.05645,30.959504,23,1175,$35648,2.37
32424,-85.07299,30.42007,48,7480,$24888,2.49
32425,-85.67495,30.838337,46,11866,$28451,2.44
32426,-85.38289,30.955359,28,1127,$25817,2.68
32427,-85.80601,30.821603,29,2764,$25640,2.38
32428,-85.5775,30.636228,46,14735,$28571,2.45
32430,-85.24381,30.438819,15,935,$32670,2.25
32431,-85.39371,30.779196,40,4344,$26398,2.45
32432,-85.07791,30.713868,77,127,$50313,3.02
32433,-86.14665,30.747244,42,19287,$29237,2.44
32437,-85.88079,30.443152,28,683,$26719,2.88
32438,-85.41674,30.488955,43,3452,$25465,2.66
32439,-86.1675,30.482838,28,6233,$32294,2.47
32440,-85.52172,30.935306,46,5552,$26723,2.50
32442,-85.01619,30.698517,35,3126,$32854,2.44
32443,-85.11142,30.860528,50,4770,$31221,2.53
32444,-85.64578,30.239849,85,15599,$47393,2.56
32445,-85.1692,30.961401,59,2755,$26111,2.44
32446,-85.22061,30.804698,47,9396,$35051,2.37
32447,-85.25713,30.759353,73,236,$200001,1.65
32448,-85.23284,30.675635,43,8600,$26629,2.45
32449,-85.21893,30.283088,15,575,$20787,2.61
32455,-85.96036,30.657214,23,3787,$28520,2.45
32456,-85.32793,29.846517,29,7742,$32694,2.31
32459,-86.1876,30.361248,55,6078,$42359,2.22
32460,-84.94564,30.735645,52,5293,$30750,2.42
32462,-85.82357,30.563809,24,2944,$23438,2.38
32463,-85.58982,30.631345,82,113,$20208,2.09
32464,-85.93988,30.892936,27,3802,$26771,2.39
32465,-85.22823,30.045471,20,6481,$27400,2.50
32466,-85.52891,30.373845,41,5468,$35000,2.70
324HH,-85.65038,30.289132,,0,$0,0.00
324XX,-85.55535,30.438516,1,53,$41136,2.65
32501,-87.22305,30.420997,89,16372,$22351,2.26
32503,-87.20727,30.447997,90,33023,$34344,2.26
32504,-87.18938,30.48787,87,23220,$39431,2.28
32505,-87.25472,30.441994,87,29267,$25019,2.69
32506,-87.3192,30.408807,81,32782,$34252,2.49
32507,-87.33452,30.360887,82,29423,$35012,2.39
32508,-87.29035,30.355477,83,10389,$35453,3.87
32514,-87.21486,30.527195,85,34688,$39734,2.27
32526,-87.31997,30.479002,75,31641,$40946,2.60
32531,-86.68607,30.8752,24,4265,$36019,2.66
32533,-87.31979,30.600993,71,24076,$44191,2.79
32534,-87.27735,30.526345,83,12308,$30192,2.51
32535,-87.30604,30.969066,54,6520,$25217,2.56
32536,-86.58533,30.760184,70,13370,$36031,2.67
32539,-86.51088,30.757479,63,19805,$36571,2.65
32541,-86.4338,30.391795,78,15482,$52388,2.19
32542,-86.55082,30.457156,84,9593,$31598,3.42
32544,-86.64644,30.464755,17,3047,$32163,3.48
32547,-86.62114,30.447248,92,28516,$37773,2.27
32548,-86.61992,30.414932,85,22233,$39035,2.30
32561,-87.09014,30.375469,80,25971,$54303,2.44
32564,-86.77076,30.717437,36,2479,$35385,2.78
32565,-87.13267,30.902015,27,5188,$32554,2.49
32566,-86.89025,30.435069,65,21059,$44982,2.69
32567,-86.4375,30.945123,31,3693,$26333,2.50
32568,-87.47861,30.878449,21,3312,$35533,2.74
32569,-86.71498,30.409902,89,11332,$43442,2.57
32570,-87.01099,30.70969,54,24817,$35634,2.62
32571,-87.16725,30.627637,67,24054,$43231,2.79
32577,-87.34872,30.743945,45,4651,$41908,2.73
32578,-86.45335,30.500901,67,27894,$54534,2.57
32579,-86.57332,30.444975,87,10041,$51315,2.34
32580,-86.49702,30.507047,75,4890,$42052,2.31
32583,-87.00179,30.58149,60,18788,$36034,2.58
325HH,-86.96635,30.458963,,0,$0,0.00
325XX,-86.84093,30.734743,,0,$0,0.00
32601,-82.3244,29.653195,92,16795,$17664,2.02
32603,-82.3469,29.653145,97,11565,$14013,1.98
32605,-82.3689,29.676006,88,22624,$52169,2.40
32606,-82.41502,29.681426,81,17803,$50963,2.34
32607,-82.39659,29.646189,86,26113,$26453,2.15
32608,-82.39411,29.611545,74,37972,$23963,2.24
32609,-82.29591,29.713911,65,18250,$27731,2.38
32615,-82.48873,29.801949,54,11272,$44038,2.69
32616,-82.49352,29.790674,80,971,$18582,2.25
32617,-82.10093,29.315961,65,3604,$38627,2.73
32618,-82.54518,29.517277,53,6694,$37035,2.56
32619,-82.87063,29.764553,30,3956,$31863,2.61
32621,-82.60452,29.447069,45,3627,$26487,2.74
32622,-82.30359,29.896156,28,1745,$34427,2.84
32625,-83.02244,29.178171,10,1604,$31418,2.19
32626,-82.86837,29.453178,36,7656,$26219,2.38
32628,-83.1148,29.630964,51,5093,$27468,2.66
32639,-82.72966,29.231843,25,304,$30469,2.32
32640,-82.03091,29.601599,42,10639,$34476,2.56
32641,-82.28622,29.648594,70,13802,$24903,2.86
32643,-82.60408,29.823616,53,8866,$35536,2.56
32648,-83.27605,29.458513,26,369,$25268,2.31
32653,-82.39009,29.735832,68,12865,$48569,2.48
32654,-82.10819,29.459973,44,167,$22946,2.26
32656,-82.00421,29.788679,64,11658,$39748,2.58
32658,-82.39846,29.845122,41,135,$22750,1.99
32662,-82.0983,29.514298,37,58,$21806,2.15
32664,-82.2207,29.450353,74,622,$35724,2.01
32666,-82.01048,29.733375,63,4479,$36903,2.23
32667,-82.27776,29.502067,39,3093,$42566,2.30
32668,-82.51777,29.282158,29,3735,$27476,2.50
32669,-82.59447,29.640613,51,7503,$38199,2.65
32680,-82.99026,29.643244,49,7495,$24131,2.34
32681,-82.2158,29.425291,79,481,$13036,2.48
32683,-82.77965,29.319173,39,137,$18250,1.99
32686,-82.23484,29.364039,46,5247,$33293,2.69
32692,-83.14401,29.330426,15,454,$36667,1.93
32693,-82.82752,29.598935,48,9753,$27488,2.53
32694,-82.16211,29.789597,44,1965,$30963,2.44
32696,-82.49832,29.369207,51,10510,$28133,2.50
32697,-82.42644,29.931204,68,457,$34141,2.57
326HH,-82.36117,29.523639,,0,$0,0.00
326XX,-83.04045,29.489855,1,167,$28810,3.71
32701,-81.36796,28.666249,93,22728,$39623,2.21
32702,-81.64044,29.046215,29,2485,$34345,2.45
32703,-81.5032,28.658395,80,43067,$39694,2.76
32706,-81.23655,28.965591,94,173,$31250,2.70
32707,-81.31772,28.665125,89,32953,$42831,2.40
32708,-81.28151,28.683408,88,38725,$55645,2.72
32709,-80.99418,28.513011,23,2249,$37039,2.74
32712,-81.5236,28.713173,74,29368,$50410,2.84
32713,-81.31212,28.888595,76,16563,$42830,2.38
32714,-81.41112,28.663913,93,34690,$44130,2.36
32720,-81.33353,29.021782,72,27407,$32688,2.40
32724,-81.27928,29.039757,73,25245,$34216,2.34
32725,-81.24515,28.902426,83,38259,$38271,2.65
32726,-81.68035,28.850617,81,17936,$32954,2.35
32730,-81.34388,28.653875,92,5857,$37150,2.18
32732,-81.10985,28.746588,55,5093,$45503,2.78
32735,-81.74344,28.893559,74,2648,$33948,2.42
32736,-81.5228,28.895482,51,8407,$46571,2.82
32738,-81.18765,28.910383,81,34415,$41363,2.95
32744,-81.23495,28.985274,68,2814,$34081,2.37
32746,-81.33993,28.758133,86,29271,$61571,2.60
32750,-81.35385,28.703674,86,24063,$55434,2.72
32751,-81.35943,28.628359,88,18434,$55313,2.54
32754,-80.89049,28.707648,54,9166,$35952,2.57
32757,-81.64476,28.786272,74,18619,$37364,2.29
32759,-80.85375,28.868986,46,2468,$29063,2.36
32763,-81.30512,28.945857,81,15125,$30338,2.22
32764,-81.0948,28.834172,36,2221,$36830,2.30
32765,-81.21026,28.656375,81,44081,$63639,2.95
32766,-81.11906,28.639275,63,7192,$57188,2.98
32767,-81.50174,29.008612,43,1775,$26172,2.17
32771,-81.28761,28.803979,79,30459,$32826,2.60
32773,-81.27631,28.769173,79,23665,$36851,2.61
32775,-80.87315,28.76507,66,544,$43897,2.67
32776,-81.5369,28.804039,61,6722,$44820,2.76
32778,-81.73185,28.799017,77,14191,$33221,2.06
32779,-81.41711,28.704874,82,29607,$76806,2.74
32780,-80.81695,28.564077,78,30996,$38596,2.26
32784,-81.70621,28.948549,62,9177,$32963,2.49
32789,-81.35594,28.598677,91,23791,$45795,2.18
32792,-81.30606,28.607077,93,51105,$40199,2.23
32796,-80.84123,28.623371,73,20471,$37283,2.48
32798,-81.57541,28.716923,79,1633,$31321,1.72
327HH,-81.56121,28.947505,,0,$0,0.00
327XX,-81.03706,28.811429,,0,$0,0.00
32801,-81.37447,28.541879,92,8252,$26006,1.56
32803,-81.35244,28.557579,89,21454,$42313,1.98
32804,-81.39311,28.577723,88,18001,$44455,2.08
32805,-81.40089,28.53028,92,24204,$21629,2.66
32806,-81.36054,28.51483,92,26723,$43883,2.30
32807,-81.30774,28.546897,90,28620,$34224,2.67
32808,-81.4437,28.576028,93,48864,$31148,2.95
32809,-81.38815,28.463482,87,22311,$34385,2.75
32810,-81.42696,28.619445,91,32998,$39185,2.70
32811,-81.43994,28.52493,93,33598,$32984,2.59
32812,-81.3261,28.493531,93,36237,$44566,2.50
32817,-81.24718,28.591692,89,28264,$46087,2.77
32818,-81.48609,28.583103,90,35186,$42596,2.95
32819,-81.47514,28.463509,82,24169,$64447,2.82
32820,-81.10736,28.561242,64,2973,$38361,2.84
32821,-81.47345,28.391608,78,14117,$46034,2.17
32822,-81.2895,28.494931,86,52279,$35569,2.47
32824,-81.35898,28.410872,78,19314,$45787,3.24
32825,-81.2456,28.543248,82,43397,$46519,2.84
32826,-81.18635,28.584177,88,24272,$32987,2.50
32827,-81.30354,28.425221,49,2187,$41319,2.81
32828,-81.18405,28.542132,84,22425,$60363,2.91
32829,-81.26437,28.491653,85,3581,$53719,3.18
32831,-81.13667,28.458149,52,64,$51389,2.56
32832,-81.17654,28.395979,33,1977,$65476,2.81
32833,-81.09078,28.511879,63,5089,$42220,2.79
32835,-81.47864,28.528789,89,31397,$50389,2.47
32836,-81.52489,28.401151,74,11981,$77273,2.86
32837,-81.41182,28.385906,87,34668,$54676,2.96
32839,-81.40625,28.489758,94,40549,$31200,2.69
328HH,-81.25337,28.449532,,0,$0,0.00
32901,-80.61988,28.077494,88,22568,$25261,2.05
32903,-80.57415,28.103191,91,12708,$59773,2.24
32904,-80.67167,28.073891,78,18048,$39780,2.24
32905,-80.60014,28.031689,88,21919,$28214,2.19
